gold_price,Time,price,Estimated_transaction_volume,market capitalisation,block_size,number_of_transaction,Mempool_count,Mempool_size,Confirmed_Transaction,google_trend,mining_difficulty,hash_rate_via_BTC,Transaction_fee
161.78,2021-03-25,51322.3,143350.0,982797427007.2563,1.3523681428571432,314234.0,39220.666666666664,96939513.21875,314234.0,46,21865558044611.0,163071647.62666968,14.137088191445995
162.24,2021-03-26,55036.1,100300.0,959155260366.7408,1.3523681428571432,314234.0,39220.666666666664,96939513.21875,314234.0,38,21865558044611.0,163071647.62666968,14.137088191445995
160.31,2021-03-29,57616.2,107910.0,1039333584621.1438,1.2981473333333333,288259.0,33404.515625,103223259.66145833,288259.0,38,21865558044611.0,165991691.17627487,12.71628388499337
157.57,2021-03-30,58771.3,86210.0,1075942162536.995,1.2981473333333333,288259.0,49738.098958333336,84695888.30729167,288259.0,39,21865558044611.0,165991691.17627487,12.71628388499337
159.96,2021-03-31,58763.7,98060.0,1095293012032.8431,1.3453399490445856,332749.0,49738.098958333336,84695888.30729167,332749.0,39,21865558044611.0,165991691.17627487,18.10024900171318
161.98,2021-04-01,58718.3,69040.0,1098127310946.8978,1.3453399490445856,332749.0,45482.234375,85157779.72916667,332749.0,43,21865558044611.0,164904748.39027494,18.10024900171318
161.92,2021-04-05,58993.4,54130.0,1087344280109.6896,1.3700521849315066,246007.0,32867.213541666664,82681144.51041667,246007.0,38,23064760716651.37,161456161.73214817,15.770919488138981
163.22,2021-04-06,57996.3,77150.0,1096202611389.954,1.3700521849315066,246007.0,32867.213541666664,82681144.51041667,246007.0,36,23137439666472.0,161456161.73214817,15.770919488138981
162.76,2021-04-07,55948.7,110690.0,1084341670320.8142,1.3700521849315066,246007.0,41460.59375,88173035.73958333,246007.0,35,23137439666472.0,161456161.73214817,15.770919488138981
164.51,2021-04-08,58077.4,64780.0,1050759681844.61,1.3142138507462682,278534.0,41460.59375,88173035.73958333,278534.0,35,23137439666472.0,161456161.73214817,18.804707104262462
163.27,2021-04-09,58118.7,59220.0,1083362883828.12,1.3142138507462682,278534.0,41460.59375,88173035.73958333,278534.0,31,23137439666472.0,165551986.66394418,18.804707104262462
162.28,2021-04-12,59863.8,81880.0,1120606689450.4702,1.3456407430555561,291369.0,30802.666666666668,81860273.61979167,291369.0,37,23137439666472.0,165551986.66394418,18.95188877458195
163.43,2021-04-13,63540.9,126560.0,1118532902101.5269,1.3456407430555561,291369.0,30802.666666666668,81860273.61979167,291369.0,47,23137439666472.0,169731988.62621096,18.95188877458195
162.72,2021-04-14,62980.4,130430.0,1187737045885.1743,1.3456407430555561,291369.0,63168.09375,82838674.57291667,291369.0,53,23137439666472.0,169731988.62621096,18.95188877458195
165.35,2021-04-15,63216.0,76970.0,1173412921929.8884,1.3456407430555561,291369.0,63168.09375,82838674.57291667,291369.0,47,23137439666472.0,169731988.62621096,18.95188877458195
166.35,2021-04-16,61379.7,136850.0,1179561609816.9358,1.3172985533980583,219704.0,59155.463541666664,85738838.07291667,219704.0,48,23137439666472.0,169731988.62621096,39.39264581237137
165.89,2021-04-19,55646.1,117510.0,1053618163309.5768,1.3172985533980583,219704.0,110173.84375,69119260.66145833,219704.0,59,23581981443664.0,164404171.24372485,39.39264581237137
166.48,2021-04-20,56483.2,115490.0,1043148020633.034,1.3298666718750003,279977.0,118132.734375,71902558.76041667,279977.0,50,23581981443664.0,164404171.24372485,59.85844264985348
168.13,2021-04-21,53820.2,100260.0,1055145534127.332,1.3298666718750003,279977.0,118132.734375,71902558.76041667,279977.0,42,23581981443664.0,141475361.29820356,59.85844264985348
167.04,2021-04-22,51729.5,168130.0,1012699264345.6595,1.3298666718750003,279977.0,118132.734375,71902558.76041667,279977.0,51,23581981443664.0,141475361.29820356,59.85844264985348
166.4,2021-04-23,51143.6,214460.0,971174701492.849,1.3298666718750003,279977.0,117039.58333333333,74119582.1875,279977.0,77,23581981443664.0,141475361.29820356,59.85844264985348
166.84,2021-04-26,54020.5,129760.0,915533819859.1392,1.3262256896551727,290690.0,68687.0625,74314095.97395833,290690.0,50,23581981443664.0,146198398.6654064,29.02194839114216
166.42,2021-04-27,55036.5,84080.0,1008389773189.793,1.3262256896551727,290690.0,51039.130208333336,80259195.109375,290690.0,46,23581981443664.0,146198398.6654064,29.02194839114216
166.91,2021-04-28,54841.4,86960.0,1027617870421.6592,1.3116247676056327,277126.0,51039.130208333336,80259195.109375,277126.0,41,23581981443664.0,146198398.6654064,26.857866212967238
166.22,2021-04-29,53560.8,83900.0,1024625833392.2412,1.3116247676056327,277126.0,40256.046875,89029522.38020833,277126.0,36,23581981443664.0,161102931.86268154,26.857866212967238
165.66,2021-04-30,57720.3,103740.0,1001973605935.3958,1.3116247676056327,277126.0,40256.046875,89029522.38020833,277126.0,38,23581981443664.0,161102931.86268154,26.857866212967238
167.81,2021-05-03,57169.8,89240.0,1057850321948.5464,1.407752259459459,235214.0,26944.822916666668,82469000.671875,235214.0,27,23581981443664.0,161148443.24309963,20.55797541656836
166.58,2021-05-04,53741.5,132330.0,1069571255195.5188,1.407752259459459,235214.0,26944.822916666668,82469000.671875,235214.0,28,20608845737768.0,161148443.24309963,20.55797541656836
167.27,2021-05-05,57441.3,119820.0,999775008412.3738,1.407752259459459,235214.0,26944.822916666668,82469000.671875,235214.0,29,20608845737768.0,161148443.24309963,20.55797541656836
170.06,2021-05-06,56405.4,109020.0,1070969079353.5304,1.3617653764705882,311380.0,33539.973958333336,70367451.35416667,311380.0,27,20608845737768.0,161148443.24309963,20.014748396079465
171.59,2021-05-07,57337.2,110010.0,1056801053574.5112,1.3617653764705882,311380.0,33539.973958333336,70367451.35416667,311380.0,25,20608845737768.0,174317609.61284044,20.014748396079465
172.11,2021-05-10,55848.9,142610.0,1088903483393.3052,1.3744467444444441,303297.0,17061.041666666668,42302467.65625,303297.0,28,20608845737768.0,174317609.61284044,19.21120694446092
172.14,2021-05-11,56695.7,96470.0,1045714370754.1616,1.3744467444444441,303297.0,17061.041666666668,42302467.65625,303297.0,27,20608845737768.0,178111649.39833212,19.21120694446092
170.43,2021-05-12,49384.2,160740.0,1064993057463.8884,1.3744467444444441,303297.0,14703.125,23758953.5625,303297.0,27,20608845737768.0,178111649.39833212,19.21120694446092
171.13,2021-05-13,49704.6,236710.0,935512493150.826,1.3744467444444441,303297.0,14703.125,23758953.5625,303297.0,66,20608845737768.0,178111649.39833212,19.21120694446092
172.69,2021-05-14,49839.8,118840.0,934964766185.9642,1.3155430373134331,266055.0,22089.90625,38068866.427083336,266055.0,42,20608845737768.0,178111649.39833212,13.841469618791853
174.7,2021-05-17,43541.3,274760.0,871695620615.745,1.3155430373134331,266055.0,12126.15625,33106391.369791668,266055.0,51,25046487590083.0,179327827.5416231,13.841469618791853
175.04,2021-05-18,42897.3,154960.0,819256623328.7307,1.3321869600000005,221018.0,12126.15625,33106391.369791668,221018.0,40,25046487590083.0,179327827.5416231,13.40578760877589
175.16,2021-05-19,36720.5,607100.0,800545278567.6873,1.3321869600000005,221018.0,34530.083333333336,60039466.057291664,221018.0,100,25046487590083.0,160228122.6394345,13.40578760877589
175.96,2021-05-20,40717.2,269750.0,697785056487.6051,1.3321869600000005,221018.0,34530.083333333336,60039466.057291664,221018.0,79,25046487590083.0,160228122.6394345,13.40578760877589
176.04,2021-05-21,37297.4,315500.0,759679496751.2783,1.3321869600000005,221018.0,66033.109375,79309445.890625,221018.0,55,25046487590083.0,160228122.6394345,13.40578760877589
176.35,2021-05-24,38750.6,244880.0,654558962027.5841,1.2895503362068967,223800.0,33324.177083333336,76022410.50520833,223800.0,56,25046487590083.0,145139314.78922963,17.159382807974318
177.95,2021-05-25,38378.3,163010.0,723143072419.7241,1.2895503362068967,223800.0,21675.421875,61345745.197916664,223800.0,45,25046487590083.0,145139314.78922963,17.159382807974318
177.64,2021-05-26,39249.2,153800.0,715248689989.8947,1.3001551639344262,230753.0,21675.421875,61345745.197916664,230753.0,39,25046487590083.0,145139314.78922963,13.250583805575332
177.71,2021-05-27,38417.3,122930.0,737668726732.3829,1.3001551639344262,230753.0,24890.755208333332,72963529.96875,230753.0,35,25046487590083.0,147273716.47730657,13.250583805575332
178.38,2021-05-28,35662.5,199580.0,723137484747.1467,1.3001551639344262,230753.0,24890.755208333332,72963529.96875,230753.0,36,25046487590083.0,147273716.47730657,13.250583805575332
177.9,2021-06-01,36687.6,113480.0,699138611681.2975,1.4991831736111114,179795.0,7554.083333333333,21681535.661458332,179795.0,31,21047730572452.0,150291730.25568312,7.2217026237832
178.77,2021-06-02,37555.8,96890.0,688726381047.1788,1.4991831736111114,179795.0,7554.083333333333,21681535.661458332,179795.0,30,21047730572452.0,150291730.25568312,7.2217026237832
175.27,2021-06-03,39187.3,106440.0,704531333543.3906,1.2936538027210884,255621.0,4280.598958333333,3354382.390625,255621.0,31,21047730572452.0,150291730.25568312,7.513880953319125
177.16,2021-06-04,36851.3,127710.0,733150718114.4554,1.2936538027210884,255621.0,4280.598958333333,3354382.390625,255621.0,33,21047730572452.0,152576708.79698002,7.513880953319125
177.87,2021-06-07,33578.0,119500.0,671131079523.7289,1.2507247218045112,235479.0,2504.3854166666665,2854931.21875,235479.0,30,21047730572452.0,152576708.79698002,5.244371402720911
177.32,2021-06-08,33382.9,193540.0,626527049947.8439,1.2507247218045112,235479.0,2504.3854166666665,2854931.21875,235479.0,43,21047730572452.0,149469765.97834077,5.244371402720911
176.98,2021-06-09,37332.2,209820.0,629018966290.4011,1.2507247218045112,235479.0,8272.276041666666,5269265.864583333,235479.0,37,21047730572452.0,149469765.97834077,5.244371402720911
177.74,2021-06-10,36649.4,154320.0,705292677171.4633,1.2507247218045112,235479.0,8272.276041666666,5269265.864583333,235479.0,33,21047730572452.0,149469765.97834077,5.244371402720911
175.74,2021-06-11,37314.6,109150.0,691681868464.4717,1.401894276190477,216502.0,30379.21875,25073805.302083332,216502.0,28,21047730572452.0,149469765.97834077,6.954110734164162
174.71,2021-06-14,40529.4,157350.0,733402631079.1185,1.401894276190477,216502.0,2147.9322916666665,2100211.6822916665,216502.0,32,20836567779802.566,136316426.57224676,6.954110734164162
174.05,2021-06-15,40156.1,117550.0,761104314502.2867,1.294162251908396,241861.0,2147.9322916666665,2100211.6822916665,241861.0,27,20836567779802.566,136316426.57224676,6.439971039413672
171.11,2021-06-16,38336.0,123520.0,756522207420.3483,1.294162251908396,241861.0,6094.489583333333,4346173.270833333,241861.0,25,20836567779802.566,129079871.70711638,6.439971039413672
165.85,2021-06-17,38052.0,109580.0,718016373177.285,1.294162251908396,241861.0,6094.489583333333,4346173.270833333,241861.0,23,19932791027263.0,129079871.70711638,6.439971039413672
164.93,2021-06-18,35749.4,102840.0,715652442155.1261,1.294162251908396,241861.0,3073.8229166666665,1530013.84375,241861.0,22,19932791027263.0,129079871.70711638,6.439971039413672
166.95,2021-06-21,31692.0,256870.0,670634370556.6146,1.1876399029126212,187042.0,7126.942708333333,19719671.098958332,187042.0,33,19932791027263.0,125129902.82716677,4.708340415988513
166.25,2021-06-22,32496.4,309650.0,598335733135.868,1.1876399029126212,187042.0,19293.854166666668,21505660.40625,187042.0,43,19932791027263.0,125129902.82716677,4.708340415988513
166.14,2021-06-23,33674.3,173340.0,606580031922.7239,1.3926188613861386,232704.0,19293.854166666668,21505660.40625,232704.0,32,19932791027263.0,125129902.82716677,8.061537460447216
166.04,2021-06-24,34665.8,119250.0,631634847766.2311,1.3926188613861386,232704.0,20162.942708333332,25219574.177083332,232704.0,26,19932791027263.0,107438013.15359342,8.061537460447216
166.59,2021-06-25,31594.0,193430.0,650340461975.8141,1.3926188613861386,232704.0,20162.942708333332,25219574.177083332,232704.0,28,19932791027263.0,107438013.15359342,8.061537460447216
166.58,2021-06-28,34475.9,112000.0,649262127990.3759,1.4248974915254242,124640.0,8592.317708333334,9916195.552083334,124640.0,24,19932791027263.0,93424359.26399422,7.177179225940275
164.83,2021-06-29,35834.7,97270.0,647741224116.9337,1.4248974915254242,124640.0,42580.90625,32543919.322916668,124640.0,24,19932791027263.0,93424359.26399422,7.177179225940275
165.63,2021-06-30,35026.9,107070.0,674231340724.4149,1.4248974915254242,124640.0,42580.90625,32543919.322916668,124640.0,21,19932791027263.0,93424359.26399422,7.177179225940275
166.2,2021-07-01,33543.6,27410.0,660200427590.4775,1.392820968421053,230253.0,49143.770833333336,49071323.770833336,230253.0,21,19932791027263.0,93424359.26399422,10.614911610227953
167.29,2021-07-02,33813.4,78930.0,629863895571.7473,1.392820968421053,230253.0,49143.770833333336,49071323.770833336,230253.0,20,19932791027263.0,87620724.82486732,10.614911610227953
167.29,2021-07-03,34742.8,55690.0,633684390025.5607,1.392820968421053,230253.0,49991.875,52914086.817708336,230253.0,18,15634861856766.195,87620724.82486732,10.614911610227953
167.29,2021-07-04,35298.2,56130.0,650382046624.6503,1.392820968421053,230253.0,49991.875,52914086.817708336,230253.0,20,15634861856766.195,87620724.82486732,10.614911610227953
167.29,2021-07-05,33687.8,88360.0,663571591568.1959,1.3275864469696965,223760.0,5461.541666666667,6072118.25,223760.0,20,15634861856766.195,87620724.82486732,7.233005636592207
168.12,2021-07-06,34225.6,83630.0,636061920914.8282,1.3275864469696965,223760.0,5461.541666666667,6072118.25,223760.0,18,15634861856766.195,90819460.5560025,7.233005636592207
168.76,2021-07-07,33867.8,72030.0,640405812761.686,1.3275864469696965,223760.0,4270.692708333333,2374366.7552083335,223760.0,18,14363025673660.0,90819460.5560025,7.233005636592207
168.65,2021-07-08,32866.3,108090.0,636246944189.2604,1.3275864469696965,223760.0,4270.692708333333,2374366.7552083335,223760.0,19,14363025673660.0,90819460.5560025,7.233005636592207
169.21,2021-07-09,33797.4,67140.0,617861633771.9894,1.2597139847328243,227511.0,4270.692708333333,2374366.7552083335,227511.0,18,14363025673660.0,90819460.5560025,3.919572117822382
169.0,2021-07-12,33113.0,63240.0,643335853171.1349,1.2597139847328243,227511.0,1796.4114583333333,1682032.5520833333,227511.0,17,14363025673660.0,93863737.36277008,3.919572117822382
169.22,2021-07-13,32728.1,60040.0,623350567666.981,1.159622036764706,229916.0,1796.4114583333333,1682032.5520833333,229916.0,18,14363025673660.0,93863737.36277008,4.519262067207424
171.04,2021-07-14,32820.7,69560.0,613002045101.37,1.159622036764706,229916.0,4421.572916666667,2349425.484375,229916.0,18,14363025673660.0,95980639.4396812,4.519262067207424
171.07,2021-07-15,31840.5,76950.0,616691143979.958,1.159622036764706,229916.0,4421.572916666667,2349425.484375,229916.0,18,14363025673660.0,95980639.4396812,4.519262067207424
169.41,2021-07-16,31394.0,70480.0,595342431373.8641,1.159622036764706,229916.0,2968.3802083333335,2974101.546875,229916.0,18,14363025673660.0,95980639.4396812,4.519262067207424
169.61,2021-07-19,30837.2,77480.0,597872278369.1111,0.7849456643356646,182047.0,1485.3958333333333,817737.515625,182047.0,19,13672594272814.0,99739876.71501002,2.186896337683462
169.39,2021-07-20,29793.8,97460.0,580252472382.7122,0.7849456643356646,182047.0,4056.0364583333335,8454248.541666666,182047.0,25,13672594272814.0,99739876.71501002,2.186896337683462
168.76,2021-07-21,32131.4,118340.0,561743228116.5483,1.0920549172413792,235680.0,4056.0364583333335,8454248.541666666,235680.0,24,13672594272814.0,99739876.71501002,1.916524668756355
169.09,2021-07-22,32298.9,64870.0,605357009416.7555,1.0920549172413792,235680.0,4056.0364583333335,8454248.541666666,235680.0,22,13672594272814.0,99339154.93317965,1.916524668756355
168.56,2021-07-23,33603.3,66150.0,607621607805.3499,1.0920549172413792,235680.0,1920.8802083333333,1098834.3229166667,235680.0,18,13672594272814.0,99339154.93317965,1.916524668756355
168.16,2021-07-26,37276.6,177630.0,664681184168.7764,0.7927888300653594,174535.0,1951.2239583333333,940739.984375,174535.0,34,13672594272814.0,100202533.56699017,1.9146921479710364
168.44,2021-07-27,39452.0,100240.0,701921012034.6644,0.7927888300653594,174535.0,4794.557291666667,2765547.6822916665,174535.0,25,13672594272814.0,100202533.56699017,1.9146921479710364
169.29,2021-07-28,40003.2,148920.0,732311951673.3547,0.7927888300653594,174535.0,4794.557291666667,2765547.6822916665,174535.0,23,13672594272814.0,100202533.56699017,1.9146921479710364
171.17,2021-07-29,40001.4,75300.0,751371299910.5153,1.0221618375000003,262612.0,2581.4895833333335,1284433.8333333333,262612.0,20,13672594272814.0,100202533.56699017,2.2489527832586544
169.82,2021-07-30,42203.4,98450.0,750407963580.4731,1.0221618375000003,262612.0,2581.4895833333335,1284433.8333333333,262612.0,19,13672594272814.0,104766021.0453318,2.2489527832586544
169.61,2021-08-02,39168.4,74810.0,747403845431.8284,1.2678562447552448,239277.0,2474.9947916666665,3387211.265625,239277.0,53,14319158983942.734,104766021.0453318,2.230378609406082
169.49,2021-08-03,38130.3,260.0,737440183775.5553,1.2678562447552448,239277.0,2474.9947916666665,3387211.265625,239277.0,49,14319158983942.734,110044864.56184068,2.230378609406082
169.53,2021-08-04,39736.9,79220.0,720835141114.3336,1.2678562447552448,239277.0,2474.9947916666665,3387211.265625,239277.0,47,14496442856349.0,110044864.56184068,2.230378609406082
168.86,2021-08-05,40867.2,130600.0,747085951935.0547,1.2678562447552448,239277.0,5768.96875,3901167.2083333335,239277.0,49,14496442856349.0,110044864.56184068,2.230378609406082
164.64,2021-08-06,42795.4,111930.0,768416417393.5968,1.0376195408805027,260810.0,5768.96875,3901167.2083333335,260810.0,53,14496442856349.0,110044864.56184068,2.2598071680357603
164.64,2021-08-07,44614.2,112840.0,803853127161.2805,1.0376195408805027,260810.0,2498.78125,1499014.125,260810.0,59,14496442856349.0,110879828.6605434,2.2598071680357603
164.64,2021-08-08,43792.8,105250.0,838457486987.6113,1.0376195408805027,260810.0,2498.78125,1499014.125,260810.0,57,14496442856349.0,110879828.6605434,2.2598071680357603
161.72,2021-08-09,46284.3,117080.0,821704814136.0109,1.0376195408805027,260810.0,1762.265625,1178449.8125,260810.0,63,14496442856349.0,110879828.6605434,2.2598071680357603
161.77,2021-08-10,45593.8,80550.0,861862844505.6104,0.9898545696969694,260968.0,1762.265625,1178449.8125,260968.0,62,14496442856349.0,110879828.6605434,2.438608452200614
164.0,2021-08-11,45564.3,75430.0,854344953098.7552,0.9898545696969694,260968.0,2342.2083333333335,1054155.2135416667,260968.0,63,14496442856349.0,112931775.0166298,2.438608452200614
164.04,2021-08-12,44403.4,81070.0,857660568377.3856,0.9898545696969694,260968.0,2342.2083333333335,1054155.2135416667,260968.0,59,14496442856349.0,112931775.0166298,2.438608452200614
166.39,2021-08-13,47809.1,75270.0,836054770491.896,0.9898545696969694,260968.0,4505.296875,2697783.2552083335,260968.0,53,14496442856349.0,112931775.0166298,2.438608452200614
167.22,2021-08-16,45996.3,2410.0,882888202377.7089,0.7645612256097561,209074.0,1241.1770833333333,1244977.4427083333,209074.0,53,15556093717703.0,113148142.62570126,2.453180620375733
166.97,2021-08-17,44691.6,84140.0,866391335029.3693,0.7645612256097561,209074.0,1241.1770833333333,1244977.4427083333,209074.0,51,15556093717703.0,113148142.62570126,2.453180620375733
167.1,2021-08-18,44723.8,22360.0,836777066605.9799,1.2484088740740737,247333.0,2302.0052083333335,4106878.9739583335,247333.0,51,15556093717703.0,113148142.62570126,2.8152116750038814
166.61,2021-08-19,46755.9,77920.0,847143004614.999,1.2484088740740737,247333.0,2302.0052083333335,4106878.9739583335,247333.0,48,15556093717703.0,120921930.17512046,2.8152116750038814
166.7,2021-08-20,49324.0,83190.0,867650725472.864,1.2484088740740737,247333.0,3145.171875,1992635.0625,247333.0,54,15556093717703.0,120921930.17512046,2.8152116750038814
168.73,2021-08-23,49539.7,75370.0,925630106451.4792,0.8382142499999998,190631.0,1552.5572916666667,810726.453125,190631.0,65,15556093717703.0,123285733.74419063,2.9780267481972347
168.65,2021-08-24,47714.7,74260.0,930729196214.2946,0.8382142499999998,190631.0,2512.7864583333335,1715241.7291666667,190631.0,57,15556093717703.0,123285733.74419063,2.9780267481972347
167.48,2021-08-25,48994.5,63540.0,902489541307.5308,0.8382142499999998,190631.0,2512.7864583333335,1715241.7291666667,190631.0,53,15556093717703.0,123285733.74419063,2.9780267481972347
167.67,2021-08-26,46831.6,73790.0,921328247353.5627,1.0190372054794523,258590.0,2272.0416666666665,1059354.3697916667,258590.0,51,15556093717703.0,123285733.74419063,2.111370266040749
170.19,2021-08-27,49064.3,62470.0,887832142450.1957,1.0190372054794523,258590.0,2272.0416666666665,1059354.3697916667,258590.0,47,15556093717703.0,130281220.63377182,2.111370266040749
169.35,2021-08-30,46992.7,61680.0,919515378468.8468,1.1784164074074073,250955.0,2279.3333333333335,1183636.3125,250955.0,46,17615033039279.0,130281220.63377182,2.4029998309880587
169.69,2021-08-31,47130.4,71480.0,885729258052.6316,1.1784164074074073,250955.0,4071.2135416666665,3670169.7447916665,250955.0,43,17615033039279.0,126249208.85984442,2.4029998309880587
169.7,2021-09-01,48819.4,74380.0,890014982634.8986,1.1784164074074073,250955.0,4071.2135416666665,3670169.7447916665,250955.0,46,17615033039279.0,126249208.85984442,2.4029998309880587
169.25,2021-09-02,49274.3,80210.0,918058330851.4828,1.1784164074074073,250955.0,11108.802083333334,6691529.505208333,250955.0,49,17615033039279.0,126249208.85984442,2.4029998309880587
171.06,2021-09-03,49999.0,88080.0,927323146557.212,1.2684944999999996,283991.0,11108.802083333334,6691529.505208333,283991.0,48,17615033039279.0,126249208.85984442,3.2468233458644935
167.71,2021-09-07,46779.6,187560.0,992868819862.2306,1.140718496732026,276624.0,2965.0677083333335,2099858.2239583335,276624.0,89,17615033039279.0,126343503.19093786,3.5572621274723617
167.29,2021-09-08,46061.4,100480.0,881943904968.6511,1.140718496732026,276624.0,8354.447916666666,4623086.354166667,276624.0,80,17615033039279.0,134849798.45527822,3.5572621274723617
168.03,2021-09-09,46385.6,73630.0,866885887154.3109,1.140718496732026,276624.0,8354.447916666666,4623086.354166667,276624.0,57,18415156832118.0,134849798.45527822,3.5572621274723617
167.18,2021-09-10,44842.8,75620.0,876179332243.7437,1.140718496732026,276624.0,4434.59375,3583336.8854166665,276624.0,52,18415156832118.0,134849798.45527822,3.5572621274723617
167.74,2021-09-13,44949.5,96150.0,869122611514.091,1.0829645540540538,218445.0,1946.2447916666667,892257.296875,218445.0,49,18415156832118.0,134785023.05355358,2.250638797028186
168.82,2021-09-14,47077.5,65330.0,848992511473.5618,1.0829645540540538,218445.0,1946.2447916666667,892257.296875,218445.0,45,18415156832118.0,134785023.05355358,2.250638797028186
167.83,2021-09-15,48130.6,63400.0,886524004596.6061,1.3316786619718306,268957.0,4999.171875,2431736.1145833335,268957.0,46,18415156832118.0,134785023.05355358,3.022143026203619
164.03,2021-09-16,47748.0,60910.0,906727769791.0696,1.3316786619718306,268957.0,4999.171875,2431736.1145833335,268957.0,44,18415156832118.0,135613291.5168814,3.022143026203619
163.77,2021-09-17,47282.8,50160.0,900990520811.9348,1.3316786619718306,268957.0,6215.28125,9475188.09375,268957.0,45,18415156832118.0,135613291.5168814,3.022143026203619
164.94,2021-09-20,42870.6,77960.0,891560241243.0585,0.7703830312499999,200516.0,1671.7135416666667,806055.59375,200516.0,56,18415156832118.0,139536530.42286643,1.9618965571083138
166.04,2021-09-21,40651.3,142550.0,805826302811.3501,0.7703830312499999,200516.0,4258.338541666667,2358277.8489583335,200516.0,60,18632996500113.82,139536530.42286643,1.9618965571083138
165.42,2021-09-22,43551.6,93980.0,760802031650.6051,0.7703830312499999,200516.0,4258.338541666667,2358277.8489583335,200516.0,53,18632996500113.82,139536530.42286643,1.9618965571083138
163.51,2021-09-23,44869.2,74540.0,820460824050.9529,1.0165784606060606,268689.0,2737.1041666666665,1227058.5260416667,268689.0,48,18632996500113.82,139536530.42286643,2.260371308838653
163.3,2021-09-24,42819.9,128880.0,846615719473.8734,1.0165784606060606,268689.0,2737.1041666666665,1227058.5260416667,268689.0,72,18632996500113.82,138478902.6366636,2.260371308838653
163.64,2021-09-27,42172.6,54120.0,825341135635.7169,1.051818432258064,255873.0,2025.9791666666667,797181.6354166666,255873.0,45,18997641161759.0,138478902.6366636,2.1433706956650065
162.05,2021-09-28,41022.3,60010.0,794889951096.439,1.051818432258064,255873.0,2485.9635416666665,1631855.7708333333,255873.0,46,18997641161759.0,135671902.50093386,2.1433706956650065
161.32,2021-09-29,41536.8,48210.0,775534111089.4891,1.051818432258064,255873.0,2485.9635416666665,1631855.7708333333,255873.0,43,18997641161759.0,135671902.50093386,2.1433706956650065
164.22,2021-09-30,43823.3,64320.0,782626384092.2843,1.051818432258064,255873.0,7105.661458333333,11509593.359375,255873.0,43,18997641161759.0,135671902.50093386,2.1433706956650065
164.59,2021-10-01,48146.0,94660.0,827840965059.6127,1.237001442857143,277042.0,7105.661458333333,11509593.359375,277042.0,53,18997641161759.0,135671902.50093386,2.726000880745027
165.36,2021-10-04,49227.3,66920.0,910331395887.4816,1.237001442857143,277042.0,4059.0885416666665,3354259.40625,277042.0,49,18997641161759.0,139093368.32525793,2.726000880745027
164.59,2021-10-05,51469.3,76630.0,927812140868.0522,1.274705579268293,312538.0,4059.0885416666665,3354259.40625,312538.0,57,18997641161759.0,139093368.32525793,2.4517990686995383
165.03,2021-10-06,55323.2,116260.0,973040988102.9114,1.274705579268293,312538.0,15307.854166666666,7525839.104166667,312538.0,70,18997641161759.0,149322865.8079602,2.4517990686995383
164.16,2021-10-07,53783.9,75680.0,1044675252844.3665,1.274705579268293,312538.0,15307.854166666666,7525839.104166667,312538.0,62,19893045048575.0,149322865.8079602,2.4517990686995383
164.23,2021-10-08,53914.7,64050.0,1015246512238.866,1.274705579268293,312538.0,15307.854166666666,7525839.104166667,312538.0,53,19893045048575.0,149322865.8079602,2.4517990686995383
163.92,2021-10-11,57477.3,73840.0,1030788036761.6326,1.2898361066666668,246189.0,2216.9166666666665,1037917.046875,246189.0,58,19893045048575.0,141032003.29279727,3.266716401765169
164.66,2021-10-12,56015.9,74850.0,1084736227837.6608,1.2898361066666668,246189.0,2216.9166666666665,1037917.046875,246189.0,58,19893045048575.0,141032003.29279727,3.266716401765169
167.59,2021-10-13,57380.1,73620.0,1061829863954.132,1.1073083550295861,288916.0,6376.625,4194932.65625,288916.0,52,19893045048575.0,141032003.29279727,3.2591038116745574
168.0,2021-10-14,57345.8,59840.0,1083366079898.5511,1.1073083550295861,288916.0,6376.625,4194932.65625,288916.0,54,19893045048575.0,143953931.02118438,3.2591038116745574
165.33,2021-10-15,61672.5,121480.0,1082900149762.5826,1.1073083550295861,288916.0,7961.34375,4218306.442708333,288916.0,77,19893045048575.0,143953931.02118438,3.2591038116745574
164.92,2021-10-18,62056.3,80150.0,1160650121141.9934,0.9033513624999998,215883.0,1997.2916666666667,1493136.15625,215883.0,65,19893045048575.0,144095200.82591566,3.1953415249062393
165.45,2021-10-19,64278.5,80160.0,1173944883529.633,0.9033513624999998,215883.0,4246.770833333333,2922070.0260416665,215883.0,78,20082460130831.0,144095200.82591566,3.1953415249062393
166.9,2021-10-20,65979.1,79870.0,1217582580302.557,0.9033513624999998,215883.0,4246.770833333333,2922070.0260416665,215883.0,100,20082460130831.0,144095200.82591566,3.1953415249062393
166.75,2021-10-21,62210.2,105380.0,1250376460615.7495,1.5127835810810817,320743.0,4246.770833333333,2922070.0260416665,320743.0,90,20082460130831.0,144095200.82591566,4.062618197114784
167.77,2021-10-22,60690.3,75690.0,1178926819140.818,1.5127835810810817,320743.0,7385.098958333333,8543025.432291666,320743.0,74,20082460130831.0,146706531.95442763,4.062618197114784
168.93,2021-10-25,63067.0,51060.0,1153315262663.0586,1.1017196868131867,284680.0,2367.8802083333335,1164096.9322916667,284680.0,62,20082460130831.0,146706531.95442763,3.090479025849927
