gold_price,Time,Time_btc_hist,price,Estimated_transaction_volume,Time_btc_mc,market capitalisation,Time_btc_bs,block_size,Time_trans,number_of_transaction,Time_mempool_cnt,Mempool_count,Time_mempool_size,Mempool_size,Time_cnf_trans,Confirmed_Transaction,Time_gt,google_trend,Time_diff,mining_difficulty,Time_hash,hash_rate_via_BTC
143.95,2020-01-02,2020-01-02,6967.0,632780.0,2020-01-02,130422953817.668,2020-01-02,0.79468355952381,2020-01-02,287215.0,2020-01-02,1716.7447916666667,2020-01-02,625878.9739583334,2020-01-02,287215.0,2020-01-02,26,2020-01-02,13798783827516.0,2020-01-02,105793194.82492831
145.86,2020-01-03,2020-01-03,7343.1,936290.0,2020-01-03,126280790200.20206,2020-01-03,0.79468355952381,2020-01-03,287215.0,2020-01-03,1716.7447916666667,2020-01-03,625878.9739583334,2020-01-03,287215.0,2020-01-03,29,2020-01-03,13798783827516.0,2020-01-03,105793194.82492831
147.39,2020-01-06,2020-01-06,7759.1,786750.0,2020-01-06,133388991086.87988,2020-01-06,0.79468355952381,2020-01-06,287215.0,2020-01-06,4644.067708333333,2020-01-06,2169052.8072916665,2020-01-06,287215.0,2020-01-06,30,2020-01-06,13798783827516.0,2020-01-06,105793194.82492831
147.97,2020-01-07,2020-01-07,8155.7,1010000.0,2020-01-07,140557168287.4443,2020-01-07,0.79468355952381,2020-01-07,287215.0,2020-01-07,4644.067708333333,2020-01-07,2169052.8072916665,2020-01-07,287215.0,2020-01-07,36,2020-01-07,13798783827516.0,2020-01-07,105793194.82492831
146.86,2020-01-08,2020-01-08,8059.6,1190000.0,2020-01-08,147798610895.50055,2020-01-08,1.0634908943662,2020-01-08,318019.0,2020-01-08,8607.5,2020-01-08,4346004.651041667,2020-01-08,318019.0,2020-01-08,38,2020-01-08,13798783827516.0,2020-01-08,105793194.82492831
146.03,2020-01-09,2020-01-09,7842.4,786500.0,2020-01-09,146089575425.2795,2020-01-09,1.0634908943662,2020-01-09,318019.0,2020-01-09,8607.5,2020-01-09,4346004.651041667,2020-01-09,318019.0,2020-01-09,29,2020-01-09,13798783827516.0,2020-01-09,107202820.5002444
146.91,2020-01-10,2020-01-10,8187.1,1050000.0,2020-01-10,141913856953.47913,2020-01-10,1.0634908943662,2020-01-10,318019.0,2020-01-10,4564.328125,2020-01-10,2119618.90625,2020-01-10,318019.0,2020-01-10,30,2020-01-10,13798783827516.0,2020-01-10,107202820.5002444
145.82,2020-01-13,2020-01-13,8111.4,610660.0,2020-01-13,148204228775.38776,2020-01-13,0.825020880794702,2020-01-13,283136.0,2020-01-13,2893.1666666666665,2020-01-13,1033114.65625,2020-01-13,283136.0,2020-01-13,27,2020-01-13,13798783827516.0,2020-01-13,105144996.70636413
145.69,2020-01-14,2020-01-14,8829.2,1480000.0,2020-01-14,147446058196.45944,2020-01-14,0.825020880794702,2020-01-14,283136.0,2020-01-14,2893.1666666666665,2020-01-14,1033114.65625,2020-01-14,283136.0,2020-01-14,38,2020-01-14,13819009697340.3,2020-01-14,105144996.70636413
146.54,2020-01-15,2020-01-15,8818.3,1170000.0,2020-01-15,159481192213.82108,2020-01-15,0.825020880794702,2020-01-15,283136.0,2020-01-15,7369.734375,2020-01-15,4974662.114583333,2020-01-15,283136.0,2020-01-15,38,2020-01-15,13819009697340.3,2020-01-15,105144996.70636413
146.31,2020-01-16,2020-01-16,8726.9,748320.0,2020-01-16,159960761751.8495,2020-01-16,0.983502176100629,2020-01-16,325947.0,2020-01-16,7369.734375,2020-01-16,4974662.114583333,2020-01-16,325947.0,2020-01-16,32,2020-01-16,13819009697340.3,2020-01-16,105144996.70636413
146.58,2020-01-17,2020-01-17,8913.1,794110.0,2020-01-17,158412991117.64667,2020-01-17,0.983502176100629,2020-01-17,325947.0,2020-01-17,3413.4479166666665,2020-01-17,1352525.8645833333,2020-01-17,325947.0,2020-01-17,33,2020-01-17,13819009697340.3,2020-01-17,106142030.5758593
146.74,2020-01-21,2020-01-21,8732.6,540200.0,2020-01-21,156848009983.54858,2020-01-21,0.991580940789473,2020-01-21,313661.0,2020-01-21,6422.932291666667,2020-01-21,2806072.8385416665,2020-01-21,313661.0,2020-01-21,29,2020-01-21,14776367535689.0,2020-01-21,108984910.82487468
146.79,2020-01-22,2020-01-22,8678.5,509060.0,2020-01-22,158564958350.98007,2020-01-22,0.991580940789473,2020-01-22,313661.0,2020-01-22,6422.932291666667,2020-01-22,2806072.8385416665,2020-01-22,313661.0,2020-01-22,27,2020-01-22,14776367535689.0,2020-01-22,108984910.82487468
147.12,2020-01-23,2020-01-23,8405.1,722670.0,2020-01-23,157502652064.02246,2020-01-23,0.991580940789473,2020-01-23,313661.0,2020-01-23,3551.2760416666665,2020-01-23,1695159.6979166667,2020-01-23,313661.0,2020-01-23,29,2020-01-23,14776367535689.0,2020-01-23,108984910.82487468
147.98,2020-01-24,2020-01-24,8439.9,617020.0,2020-01-24,152984928858.5764,2020-01-24,1.03286961184211,2020-01-24,313887.0,2020-01-24,3551.2760416666665,2020-01-24,1695159.6979166667,2020-01-24,313887.0,2020-01-24,26,2020-01-24,14776367535689.0,2020-01-24,108984910.82487468
148.99,2020-01-27,2020-01-27,8866.6,706450.0,2020-01-27,156302144661.30927,2020-01-27,1.03286961184211,2020-01-27,313887.0,2020-01-27,2444.6666666666665,2020-01-27,1027525.9791666666,2020-01-27,313887.0,2020-01-27,28,2020-01-27,14776367535689.0,2020-01-27,110600317.70289543
147.66,2020-01-28,2020-01-28,9377.3,954200.0,2020-01-28,161473602737.4275,2020-01-28,1.2047869084507,2020-01-28,340052.0,2020-01-28,15803.401041666666,2020-01-28,8726227.572916666,2020-01-28,340052.0,2020-01-28,33,2020-01-28,14776367535689.0,2020-01-28,110600317.70289543
148.46,2020-01-29,2020-01-29,9298.9,749880.0,2020-01-29,169518428144.8912,2020-01-29,1.2047869084507,2020-01-29,340052.0,2020-01-29,15803.401041666666,2020-01-29,8726227.572916666,2020-01-29,340052.0,2020-01-29,37,2020-01-29,14776367535689.0,2020-01-29,110086945.93868303
148.47,2020-01-30,2020-01-30,9507.3,765210.0,2020-01-30,168738228801.50467,2020-01-30,1.2047869084507,2020-01-30,340052.0,2020-01-30,4953.916666666667,2020-01-30,2034522.7552083333,2020-01-30,340052.0,2020-01-30,35,2020-01-30,15466098935555.0,2020-01-30,110086945.93868303
149.33,2020-01-31,2020-01-31,9349.1,633370.0,2020-01-31,172993102966.37723,2020-01-31,1.2047869084507,2020-01-31,340052.0,2020-01-31,4953.916666666667,2020-01-31,2034522.7552083333,2020-01-31,340052.0,2020-01-31,31,2020-01-31,15466098935555.0,2020-01-31,110086945.93868303
148.36,2020-02-03,2020-02-03,9296.6,701390.0,2020-02-03,169926610304.08496,2020-02-03,0.962483086092715,2020-02-03,303724.0,2020-02-03,4866.5,2020-02-03,2899722.578125,2020-02-03,303724.0,2020-02-03,28,2020-02-03,15466098935555.0,2020-02-03,110981010.23884848
146.43,2020-02-04,2020-02-04,9193.9,651680.0,2020-02-04,169406963182.6937,2020-02-04,0.962483086092715,2020-02-04,303724.0,2020-02-04,4866.5,2020-02-04,2899722.578125,2020-02-04,303724.0,2020-02-04,29,2020-02-04,15466098935555.0,2020-02-04,110981010.23884848
146.61,2020-02-05,2020-02-05,9611.8,771460.0,2020-02-05,167075369075.11478,2020-02-05,1.08475906289308,2020-02-05,368604.0,2020-02-05,5065.286458333333,2020-02-05,1995597.734375,2020-02-05,368604.0,2020-02-05,32,2020-02-05,15466098935555.0,2020-02-05,110981010.23884848
147.4,2020-02-06,2020-02-06,9772.0,778670.0,2020-02-06,174596806174.2994,2020-02-06,1.08475906289308,2020-02-06,368604.0,2020-02-06,5065.286458333333,2020-02-06,1995597.734375,2020-02-06,368604.0,2020-02-06,35,2020-02-06,15466098935555.0,2020-02-06,113456448.3565329
147.79,2020-02-07,2020-02-07,9818.6,608960.0,2020-02-07,177388314197.5645,2020-02-07,1.08475906289308,2020-02-07,368604.0,2020-02-07,5065.286458333333,2020-02-07,1995597.734375,2020-02-07,368604.0,2020-02-07,32,2020-02-07,15466098935555.0,2020-02-07,113456448.3565329
148.17,2020-02-10,2020-02-10,9854.1,781220.0,2020-02-10,184792100015.16357,2020-02-10,0.951914071895424,2020-02-10,317070.0,2020-02-10,3014.5729166666665,2020-02-10,1185951.4166666667,2020-02-10,317070.0,2020-02-10,36,2020-02-10,15466098935555.0,2020-02-10,110381152.56371304
147.66,2020-02-11,2020-02-11,10229.5,791280.0,2020-02-11,180145850760.05313,2020-02-11,0.951914071895424,2020-02-11,317070.0,2020-02-11,3014.5729166666665,2020-02-11,1185951.4166666667,2020-02-11,317070.0,2020-02-11,37,2020-02-11,15521134947902.1,2020-02-11,110381152.56371304
147.54,2020-02-12,2020-02-12,10317.7,803250.0,2020-02-12,186262984851.99295,2020-02-12,0.951914071895424,2020-02-12,317070.0,2020-02-12,11413.421875,2020-02-12,6539403.140625,2020-02-12,317070.0,2020-02-12,42,2020-02-12,15521134947902.1,2020-02-12,110381152.56371304
148.38,2020-02-13,2020-02-13,10235.1,940300.0,2020-02-13,188132988212.86743,2020-02-13,1.22948190070922,2020-02-13,340081.0,2020-02-13,11413.421875,2020-02-13,6539403.140625,2020-02-13,340081.0,2020-02-13,37,2020-02-13,15521134947902.1,2020-02-13,110381152.56371304
149.0,2020-02-14,2020-02-14,10333.0,732510.0,2020-02-14,186190344916.03287,2020-02-14,1.22948190070922,2020-02-14,340081.0,2020-02-14,7342.380208333333,2020-02-14,4139825.3229166665,2020-02-14,340081.0,2020-02-14,33,2020-02-14,15521134947902.1,2020-02-14,108294601.66974202
150.91,2020-02-18,2020-02-18,10158.4,945910.0,2020-02-18,176547652266.39673,2020-02-18,1.02471081528662,2020-02-18,341491.0,2020-02-18,3257.2552083333335,2020-02-18,1409402.3125,2020-02-18,341491.0,2020-02-18,33,2020-02-18,15546745765529.0,2020-02-18,111150618.92552446
151.79,2020-02-19,2020-02-19,9609.4,905950.0,2020-02-19,184918071499.1007,2020-02-19,1.02471081528662,2020-02-19,341491.0,2020-02-19,5418.895833333333,2020-02-19,3025634.921875,2020-02-19,341491.0,2020-02-19,35,2020-02-19,15546745765529.0,2020-02-19,111150618.92552446
152.41,2020-02-20,2020-02-20,9602.4,870800.0,2020-02-20,175312937106.92148,2020-02-20,1.02471081528662,2020-02-20,341491.0,2020-02-20,5418.895833333333,2020-02-20,3025634.921875,2020-02-20,341491.0,2020-02-20,35,2020-02-20,15546745765529.0,2020-02-20,111150618.92552446
154.7,2020-02-21,2020-02-21,9684.5,716610.0,2020-02-21,174871048291.16623,2020-02-21,1.0670976038961,2020-02-21,338484.0,2020-02-21,7749.786458333333,2020-02-21,5438748.411458333,2020-02-21,338484.0,2020-02-21,31,2020-02-21,15546745765529.0,2020-02-21,111150618.92552446
156.09,2020-02-24,2020-02-24,9662.7,980000.0,2020-02-24,181368043820.09412,2020-02-24,1.0670976038961,2020-02-24,338484.0,2020-02-24,3485.734375,2020-02-24,1275621.3958333333,2020-02-24,338484.0,2020-02-24,33,2020-02-24,15546745765529.0,2020-02-24,111729559.85059436
153.3,2020-02-25,2020-02-25,9317.2,937970.0,2020-02-25,175872097740.40662,2020-02-25,1.06456358333333,2020-02-25,334593.0,2020-02-25,6378.010416666667,2020-02-25,3327726.9791666665,2020-02-25,334593.0,2020-02-25,32,2020-02-25,15546745765529.0,2020-02-25,111729559.85059436
153.97,2020-02-26,2020-02-26,8800.3,1320000.0,2020-02-26,170478976467.6238,2020-02-26,1.06456358333333,2020-02-26,334593.0,2020-02-26,6378.010416666667,2020-02-26,3327726.9791666665,2020-02-26,334593.0,2020-02-26,36,2020-02-26,15546745765529.0,2020-02-26,109924843.8400675
154.0,2020-02-27,2020-02-27,8818.6,1130000.0,2020-02-27,160731785487.8149,2020-02-27,1.06456358333333,2020-02-27,334593.0,2020-02-27,8190.260416666667,2020-02-27,4133782.0572916665,2020-02-27,334593.0,2020-02-27,34,2020-02-27,15486913440293.0,2020-02-27,109924843.8400675
148.38,2020-02-28,2020-02-28,8697.5,1080000.0,2020-02-28,160149975301.41962,2020-02-28,1.06456358333333,2020-02-28,334593.0,2020-02-28,8190.260416666667,2020-02-28,4133782.0572916665,2020-02-28,334593.0,2020-02-28,37,2020-02-28,15486913440293.0,2020-02-28,109924843.8400675
149.2,2020-03-02,2020-03-02,8904.8,1020000.0,2020-03-02,155934421965.2728,2020-03-02,0.989318215827338,2020-03-02,307527.0,2020-03-02,3889.1510416666665,2020-03-02,1447005.1979166667,2020-03-02,307527.0,2020-03-02,31,2020-03-02,15486913440293.0,2020-03-02,110892855.15019846
153.89,2020-03-03,2020-03-03,8761.4,1010000.0,2020-03-03,162521881368.8758,2020-03-03,0.989318215827338,2020-03-03,307527.0,2020-03-03,9078.119791666666,2020-03-03,4776531.317708333,2020-03-03,307527.0,2020-03-03,30,2020-03-03,15486913440293.0,2020-03-03,110892855.15019846
154.16,2020-03-04,2020-03-04,8757.9,759690.0,2020-03-04,159816567727.14258,2020-03-04,1.22606610179641,2020-03-04,358745.0,2020-03-04,9078.119791666666,2020-03-04,4776531.317708333,2020-03-04,358745.0,2020-03-04,30,2020-03-04,15486913440293.0,2020-03-04,110892855.15019846
157.49,2020-03-05,2020-03-05,9060.3,950760.0,2020-03-05,159869936941.09732,2020-03-05,1.22606610179641,2020-03-05,358745.0,2020-03-05,4895.53125,2020-03-05,9505765.192708334,2020-03-05,358745.0,2020-03-05,32,2020-03-05,15486913440293.0,2020-03-05,119877988.6719989
157.55,2020-03-06,2020-03-06,9134.8,1040000.0,2020-03-06,165070261612.788,2020-03-06,1.22606610179641,2020-03-06,358745.0,2020-03-06,4895.53125,2020-03-06,9505765.192708334,2020-03-06,358745.0,2020-03-06,29,2020-03-06,15486913440293.0,2020-03-06,119877988.6719989
157.81,2020-03-09,2020-03-09,7933.0,1540000.0,2020-03-09,147076617271.6885,2020-03-09,0.86939667721519,2020-03-09,302694.0,2020-03-09,3196.9739583333335,2020-03-09,1208771.8072916667,2020-03-09,302694.0,2020-03-09,52,2020-03-09,15486913440293.0,2020-03-09,121197746.34545204
154.48,2020-03-10,2020-03-10,7891.2,1200000.0,2020-03-10,144664117909.4077,2020-03-10,0.86939667721519,2020-03-10,302694.0,2020-03-10,3196.9739583333335,2020-03-10,1208771.8072916667,2020-03-10,302694.0,2020-03-10,40,2020-03-10,16552923967337.0,2020-03-10,121197746.34545204
153.93,2020-03-11,2020-03-11,7935.1,1100000.0,2020-03-11,144410718987.88852,2020-03-11,0.86939667721519,2020-03-11,302694.0,2020-03-11,11281.505208333334,2020-03-11,6065770.479166667,2020-03-11,302694.0,2020-03-11,35,2020-03-11,16552923967337.0,2020-03-11,121197746.34545204
147.79,2020-03-12,2020-03-12,4826.0,3220000.0,2020-03-12,144948460093.29614,2020-03-12,1.23511670198676,2020-03-12,349978.0,2020-03-12,11281.505208333334,2020-03-12,6065770.479166667,2020-03-12,349978.0,2020-03-12,71,2020-03-12,16552923967337.0,2020-03-12,121197746.34545204
143.28,2020-03-13,2020-03-13,5584.3,4170000.0,2020-03-13,93092131086.97026,2020-03-13,1.23511670198676,2020-03-13,349978.0,2020-03-13,33208.583333333336,2020-03-13,20948695.447916668,2020-03-13,349978.0,2020-03-13,100,2020-03-13,16552923967337.0,2020-03-13,116070927.61330412
141.64,2020-03-16,2020-03-16,5030.0,2550000.0,2020-03-16,98632587514.00249,2020-03-16,1.19345300840336,2020-03-16,270399.0,2020-03-16,4849.067708333333,2020-03-16,2393789.1354166665,2020-03-16,270399.0,2020-03-16,69,2020-03-16,16552923967337.0,2020-03-16,116070927.61330412
143.56,2020-03-17,2020-03-17,5261.1,1890000.0,2020-03-17,91962797384.28252,2020-03-17,1.19345300840336,2020-03-17,270399.0,2020-03-17,4849.067708333333,2020-03-17,2393789.1354166665,2020-03-17,270399.0,2020-03-17,58,2020-03-17,16552923967337.0,2020-03-17,104972190.00322084
140.7,2020-03-18,2020-03-18,5361.4,1800000.0,2020-03-18,98079756006.79294,2020-03-18,1.19345300840336,2020-03-18,270399.0,2020-03-18,10000.354166666666,2020-03-18,7906210.645833333,2020-03-18,270399.0,2020-03-18,55,2020-03-18,16552923967337.0,2020-03-18,104972190.00322084
138.04,2020-03-19,2020-03-19,6172.0,2180000.0,2020-03-19,98259998309.05324,2020-03-19,1.19345300840336,2020-03-19,270399.0,2020-03-19,10000.354166666666,2020-03-19,7906210.645833333,2020-03-19,270399.0,2020-03-19,59,2020-03-19,16552923967337.0,2020-03-19,104972190.00322084
140.11,2020-03-20,2020-03-20,6205.3,2220000.0,2020-03-20,112778383593.4914,2020-03-20,1.2644780733945,2020-03-20,284594.0,2020-03-20,26211.510416666668,2020-03-20,12199955.229166666,2020-03-20,284594.0,2020-03-20,60,2020-03-20,16552923967337.0,2020-03-20,104972190.00322084
146.3,2020-03-23,2020-03-23,6468.9,1880000.0,2020-03-23,107128564670.89128,2020-03-23,1.2644780733945,2020-03-23,284594.0,2020-03-23,3278.9166666666665,2020-03-23,1741016.6302083333,2020-03-23,284594.0,2020-03-23,48,2020-03-23,16552923967337.0,2020-03-23,94627786.06113414
153.4,2020-03-24,2020-03-24,6744.6,1730000.0,2020-03-24,118046727572.5451,2020-03-24,1.17028861363636,2020-03-24,278131.0,2020-03-24,7789.286458333333,2020-03-24,4608192.84375,2020-03-24,278131.0,2020-03-24,48,2020-03-24,16552923967337.0,2020-03-24,94627786.06113414
151.3,2020-03-25,2020-03-25,6678.9,1520000.0,2020-03-25,123064256188.85924,2020-03-25,1.17028861363636,2020-03-25,278131.0,2020-03-25,7789.286458333333,2020-03-25,4608192.84375,2020-03-25,278131.0,2020-03-25,43,2020-03-25,16552923967337.0,2020-03-25,95333086.32991289
153.24,2020-03-26,2020-03-26,6725.1,1180000.0,2020-03-26,122445336599.19923,2020-03-26,1.17028861363636,2020-03-26,278131.0,2020-03-26,8263.182291666666,2020-03-26,7061532.0,2020-03-26,278131.0,2020-03-26,40,2020-03-26,14143559041805.2,2020-03-26,95333086.32991289
152.25,2020-03-27,2020-03-27,6373.4,1160000.0,2020-03-27,123732739823.4625,2020-03-27,1.17028861363636,2020-03-27,278131.0,2020-03-27,8263.182291666666,2020-03-27,7061532.0,2020-03-27,278131.0,2020-03-27,38,2020-03-27,14143559041805.2,2020-03-27,95333086.32991289
152.92,2020-03-30,2020-03-30,6391.0,1430000.0,2020-03-30,108551603303.50957,2020-03-30,0.910426518518518,2020-03-30,240627.0,2020-03-30,3025.8802083333335,2020-03-30,1533178.2447916667,2020-03-30,240627.0,2020-03-30,39,2020-03-30,13912524048946.0,2020-03-30,99147879.97675765
148.05,2020-03-31,2020-03-31,6412.5,1050000.0,2020-03-31,117151628726.53436,2020-03-31,0.910426518518518,2020-03-31,240627.0,2020-03-31,3926.7760416666665,2020-03-31,2440713.421875,2020-03-31,240627.0,2020-03-31,42,2020-03-31,13912524048946.0,2020-03-31,99147879.97675765
149.45,2020-04-01,2020-04-01,6638.5,1400000.0,2020-04-01,117750205634.39989,2020-04-01,1.11369449019608,2020-04-01,281855.0,2020-04-01,3926.7760416666665,2020-04-01,2440713.421875,2020-04-01,281855.0,2020-04-01,39,2020-04-01,13912524048946.0,2020-04-01,99147879.97675765
151.9,2020-04-02,2020-04-02,6800.5,1740000.0,2020-04-02,120921617010.34784,2020-04-02,1.11369449019608,2020-04-02,281855.0,2020-04-02,3799.8072916666665,2020-04-02,3341596.453125,2020-04-02,281855.0,2020-04-02,46,2020-04-02,13912524048946.0,2020-04-02,104989801.55573513
152.65,2020-04-03,2020-04-03,6735.9,1350000.0,2020-04-03,124719708453.63536,2020-04-03,1.11369449019608,2020-04-03,281855.0,2020-04-03,3799.8072916666665,2020-04-03,3341596.453125,2020-04-03,281855.0,2020-04-03,42,2020-04-03,13912524048946.0,2020-04-03,104989801.55573513
156.88,2020-04-06,2020-04-06,7332.3,1530000.0,2020-04-06,124272363451.93964,2020-04-06,0.769681285714286,2020-04-06,240259.0,2020-04-06,4719.703125,2020-04-06,2576214.3229166665,2020-04-06,240259.0,2020-04-06,47,2020-04-06,13912524048946.0,2020-04-06,106308080.8787355
156.04,2020-04-07,2020-04-07,7185.2,1320000.0,2020-04-07,133484854333.44952,2020-04-07,0.769681285714286,2020-04-07,240259.0,2020-04-07,4719.703125,2020-04-07,2576214.3229166665,2020-04-07,240259.0,2020-04-07,48,2020-04-07,13912524048946.0,2020-04-07,106308080.8787355
154.65,2020-04-08,2020-04-08,7361.2,983940.0,2020-04-08,131782164465.85344,2020-04-08,0.769681285714286,2020-04-08,240259.0,2020-04-08,5127.203125,2020-04-08,2917857.0208333335,2020-04-08,240259.0,2020-04-08,41,2020-04-08,13912524048946.0,2020-04-08,106308080.8787355
158.69,2020-04-09,2020-04-09,7289.0,963550.0,2020-04-09,134518720640.0234,2020-04-09,1.06938335714286,2020-04-09,286706.0,2020-04-09,5127.203125,2020-04-09,2917857.0208333335,2020-04-09,286706.0,2020-04-09,41,2020-04-09,13912524048946.0,2020-04-09,106308080.8787355
161.41,2020-04-13,2020-04-13,6841.3,1250000.0,2020-04-13,126655463658.31229,2020-04-13,0.92931029239766,2020-04-13,288113.0,2020-04-13,2675.9791666666665,2020-04-13,1213144.4427083333,2020-04-13,288113.0,2020-04-13,43,2020-04-13,14715214060657.0,2020-04-13,105903459.59372948
162.68,2020-04-14,2020-04-14,6850.9,999530.0,2020-04-14,125651103790.21223,2020-04-14,0.92931029239766,2020-04-14,288113.0,2020-04-14,2675.9791666666665,2020-04-14,1213144.4427083333,2020-04-14,288113.0,2020-04-14,41,2020-04-14,14715214060657.0,2020-04-14,114921002.25323077
161.85,2020-04-15,2020-04-15,6629.1,1000000.0,2020-04-15,125713883015.64565,2020-04-15,0.92931029239766,2020-04-15,288113.0,2020-04-15,8800.453125,2020-04-15,4798043.9375,2020-04-15,288113.0,2020-04-15,42,2020-04-15,14715214060657.0,2020-04-15,114921002.25323077
161.71,2020-04-16,2020-04-16,7085.6,1540000.0,2020-04-16,121499498109.80827,2020-04-16,0.92931029239766,2020-04-16,288113.0,2020-04-16,8800.453125,2020-04-16,4798043.9375,2020-04-16,288113.0,2020-04-16,42,2020-04-16,14715214060657.0,2020-04-16,114921002.25323077
158.57,2020-04-17,2020-04-17,7035.8,810100.0,2020-04-17,129402884477.95892,2020-04-17,1.28623061417323,2020-04-17,284222.0,2020-04-17,5468.328125,2020-04-17,4341376.364583333,2020-04-17,284222.0,2020-04-17,41,2020-04-17,14715214060657.0,2020-04-17,114921002.25323077
159.7,2020-04-20,2020-04-20,6833.5,1260000.0,2020-04-20,130680700686.31036,2020-04-20,1.28623061417323,2020-04-20,284222.0,2020-04-20,2928.15625,2020-04-20,1386725.4479166667,2020-04-20,284222.0,2020-04-20,40,2020-04-20,14715214060657.0,2020-04-20,115054068.8189836
158.61,2020-04-21,2020-04-21,6842.5,892570.0,2020-04-21,125724610427.89977,2020-04-21,1.06824913422819,2020-04-21,310851.0,2020-04-21,5076.072916666667,2020-04-21,2356978.859375,2020-04-21,310851.0,2020-04-21,40,2020-04-21,14715214060657.0,2020-04-21,115054068.8189836
161.73,2020-04-22,2020-04-22,7112.9,914180.0,2020-04-22,125473149029.1152,2020-04-22,1.06824913422819,2020-04-22,310851.0,2020-04-22,5076.072916666667,2020-04-22,2356978.859375,2020-04-22,310851.0,2020-04-22,39,2020-04-22,14715214060657.0,2020-04-22,112777076.67665616
163.34,2020-04-23,2020-04-23,7488.5,1340000.0,2020-04-23,130398643209.39326,2020-04-23,1.06824913422819,2020-04-23,310851.0,2020-04-23,5076.072916666667,2020-04-23,2356978.859375,2020-04-23,310851.0,2020-04-23,44,2020-04-23,15958652328578.0,2020-04-23,112777076.67665616
162.64,2020-04-24,2020-04-24,7503.8,951950.0,2020-04-24,135414822709.73112,2020-04-24,1.06824913422819,2020-04-24,310851.0,2020-04-24,12513.447916666666,2020-04-24,26725116.828125,2020-04-24,310851.0,2020-04-24,45,2020-04-24,15958652328578.0,2020-04-24,112777076.67665616
161.56,2020-04-27,2020-04-27,7766.0,980500.0,2020-04-27,140977260141.33173,2020-04-27,1.23961248529412,2020-04-27,280805.0,2020-04-27,5139.171875,2020-04-27,15269161.645833334,2020-04-27,280805.0,2020-04-27,44,2020-04-27,15958652328578.0,2020-04-27,111912718.6898519
160.84,2020-04-28,2020-04-28,7746.9,808090.0,2020-04-28,142649802462.8293,2020-04-28,1.23961248529412,2020-04-28,280805.0,2020-04-28,7090.9375,2020-04-28,5451509.802083333,2020-04-28,280805.0,2020-04-28,44,2020-04-28,15958652328578.0,2020-04-28,111912718.6898519
161.73,2020-04-29,2020-04-29,8770.9,1830000.0,2020-04-29,142370212777.1421,2020-04-29,1.19593875172414,2020-04-29,331401.0,2020-04-29,7090.9375,2020-04-29,5451509.802083333,2020-04-29,331401.0,2020-04-29,63,2020-04-29,15958652328578.0,2020-04-29,111912718.6898519
158.8,2020-04-30,2020-04-30,8629.0,2040000.0,2020-04-30,160483573440.17792,2020-04-30,1.19593875172414,2020-04-30,331401.0,2020-04-30,37892.5625,2020-04-30,33989782.276041664,2020-04-30,331401.0,2020-04-30,69,2020-04-30,15958652328578.0,2020-04-30,113216514.46699288
159.78,2020-05-01,2020-05-01,8821.6,1110000.0,2020-05-01,158042623264.3916,2020-05-01,1.19593875172414,2020-05-01,331401.0,2020-05-01,37892.5625,2020-05-01,33989782.276041664,2020-05-01,331401.0,2020-05-01,56,2020-05-01,15958652328578.0,2020-05-01,113216514.46699288
159.78,2020-05-02,2020-05-02,8966.3,890340.0,2020-05-02,161989355178.82224,2020-05-02,1.19593875172414,2020-05-02,331401.0,2020-05-02,21370.838541666668,2020-05-02,41123298.260416664,2020-05-02,331401.0,2020-05-02,52,2020-05-02,15958652328578.0,2020-05-02,113216514.46699288
159.78,2020-05-03,2020-05-03,8885.5,1150000.0,2020-05-03,164603123455.99927,2020-05-03,1.19645580952381,2020-05-03,281752.0,2020-05-03,21370.838541666668,2020-05-03,41123298.260416664,2020-05-03,281752.0,2020-05-03,53,2020-05-03,15958652328578.0,2020-05-03,113216514.46699288
160.34,2020-05-04,2020-05-04,8874.7,1120000.0,2020-05-04,163036842346.68604,2020-05-04,1.19645580952381,2020-05-04,281752.0,2020-05-04,5685.302083333333,2020-05-04,4163413.2447916665,2020-05-04,281752.0,2020-05-04,52,2020-05-04,15958652328578.0,2020-05-04,116956399.32926574
161.02,2020-05-05,2020-05-05,9001.0,1050000.0,2020-05-05,162341412439.88123,2020-05-05,1.19645580952381,2020-05-05,281752.0,2020-05-05,5685.302083333333,2020-05-05,4163413.2447916665,2020-05-05,281752.0,2020-05-05,49,2020-05-05,16079831604277.9,2020-05-05,116956399.32926574
158.95,2020-05-06,2020-05-06,9151.4,1620000.0,2020-05-06,165335617639.04947,2020-05-06,1.19645580952381,2020-05-06,281752.0,2020-05-06,5685.302083333333,2020-05-06,4163413.2447916665,2020-05-06,281752.0,2020-05-06,55,2020-05-06,16079831604277.9,2020-05-06,116956399.32926574
161.39,2020-05-07,2020-05-07,9979.8,1910000.0,2020-05-07,167950864937.1468,2020-05-07,1.31399202040816,2020-05-07,341986.0,2020-05-07,7548.0625,2020-05-07,6376645.901041667,2020-05-07,341986.0,2020-05-07,71,2020-05-07,16079831604277.9,2020-05-07,116956399.32926574
160.42,2020-05-08,2020-05-08,9806.2,1420000.0,2020-05-08,182927847431.44943,2020-05-08,1.31399202040816,2020-05-08,341986.0,2020-05-08,7548.0625,2020-05-08,6376645.901041667,2020-05-08,341986.0,2020-05-08,78,2020-05-08,16079831604277.9,2020-05-08,122164632.51837364
