Time,hash_rate_via_BTC
2010-09-26,0.0093271790138005
2010-09-30,0.0102025407149498
2010-10-04,0.0095517492832063
2010-10-08,0.0092521180601006
2010-10-12,0.0102353897162854
2010-10-16,0.0114975323562967
2010-10-20,0.0153738400326244
2010-10-24,0.01852801840517
2010-10-28,0.021564086472219
2010-11-01,0.0246596431538504
2010-11-05,0.027668030688423
2010-11-09,0.0327142429892717
2010-11-13,0.042542166929811
2010-11-17,0.0468724855109561
2010-11-21,0.0508466063645053
2010-11-25,0.0526048581982559
2010-11-29,0.0581767103354586
2010-12-03,0.0705293837477676
2010-12-07,0.0842721784846025
2010-12-11,0.0939959662565747
2010-12-15,0.0981563625389237
2010-12-19,0.103103500104942
2010-12-23,0.1082182727188701
2010-12-27,0.1091472433916311
2010-12-31,0.1153047174160693
2011-01-04,0.1242168393385297
2011-01-08,0.1233309912337431
2011-01-12,0.1290085670121621
2011-01-16,0.139137963285804
2011-01-20,0.1529996845708624
2011-01-24,0.1552881092924001
2011-01-28,0.1615757330993032
2011-02-01,0.1689819467215002
2011-02-05,0.1788303106797395
2011-02-09,0.1982361860102663
2011-02-13,0.2303343538946883
2011-02-17,0.2590261934781887
2011-02-21,0.310610302619111
2011-02-25,0.3715483159908149
2011-03-01,0.4685931451535433
2011-03-05,0.5067330128758327
2011-03-09,0.597677440155298
2011-03-13,0.5726000381572202
2011-03-17,0.4707390595501138
2011-03-21,0.4669515038985613
2011-03-25,0.5156486479899524
2011-03-29,0.5420131393728452
2011-04-02,0.5603809268072919
2011-04-06,0.6225910471783813
2011-04-10,0.6291453907593378
2011-04-14,0.6824322869074056
2011-04-18,0.6812627371440682
2011-04-22,0.678108790258199
2011-04-26,0.7469600475217185
2011-04-30,0.8263122562575635
2011-05-04,0.9579228944903948
2011-05-08,1.100471024207542
2011-05-12,1.2901019680834165
2011-05-16,1.5666916153910992
2011-05-20,1.9280031818972447
2011-05-24,2.598869617733605
2011-05-28,3.4701116355334487
2011-06-01,3.6176413542594257
2011-06-05,3.90047872908568
2011-06-09,4.94823695859516
2011-06-13,6.082953308363065
2011-06-17,7.705129377365814
2011-06-21,9.102005460594055
2011-06-25,11.019536832228631
2011-06-29,11.576946991870845
2011-07-03,11.567054890406988
2011-07-07,11.429934849369149
2011-07-11,11.106488198983916
2011-07-15,11.976675433217062
2011-07-19,12.465066275720805
2011-07-23,12.45482359540666
2011-07-27,13.064530896921976
2011-07-31,13.953111123367032
2011-08-04,14.232809239908477
2011-08-08,13.480222411134246
2011-08-12,12.796151423106526
2011-08-16,12.943696146014489
2011-08-20,12.506918632592145
2011-08-24,13.566866316145443
2011-08-28,13.27193443970749
2011-09-01,12.254607779022535
2011-09-05,12.528838357420463
2011-09-09,12.700555819144848
2011-09-13,12.283937188894544
2011-09-17,12.216325946712958
2011-09-21,12.179374952927116
2011-09-25,12.266637618915317
2011-09-29,11.91758695496246
2011-10-03,11.347533030673414
2011-10-07,11.037012463908727
2011-10-11,10.773083904989178
2011-10-15,9.82534044341441
2011-10-19,9.369762288651303
2011-10-23,8.653863451656225
2011-10-27,8.361925889431673
2011-10-31,8.288941498875534
2011-11-04,8.367635778166152
2011-11-08,8.512159883134881
2011-11-12,8.546345264191645
2011-11-16,8.763626505807338
2011-11-20,8.439707497531762
2011-11-24,7.909563614308019
2011-11-28,7.4861394379532
2011-12-02,7.932839134788684
2011-12-06,8.419331418725472
2011-12-10,8.194931033742987
2011-12-14,7.9362833840583695
2011-12-18,7.623887973314068
2011-12-22,8.046619848660997
2011-12-26,8.505957984772126
2011-12-30,8.866057348138012
2012-01-03,8.558451996094558
2012-01-07,9.019735260561635
2012-01-11,9.423684517271226
2012-01-15,9.400122750309508
2012-01-19,9.37961895864113
2012-01-23,9.298980483817203
2012-01-27,9.51143765959493
2012-01-31,9.686121881783322
2012-02-04,10.215468906962275
2012-02-08,10.043684624480733
2012-02-12,9.679950634686362
2012-02-16,9.934686177704434
2012-02-20,10.068121837115791
2012-02-24,10.494780658121597
2012-02-28,10.506797655805778
2012-03-03,10.884667520298612
2012-03-07,10.380180397562624
2012-03-11,11.204804415183506
2012-03-15,11.555618974672168
2012-03-19,11.262359104582533
2012-03-23,11.650896478911182
2012-03-27,11.565775774042418
2012-03-31,11.82900503977281
2012-04-04,11.590909036432338
2012-04-08,10.62684273628064
2012-04-12,11.054226628935412
2012-04-16,10.85504496935859
2012-04-20,10.40991014037546
2012-04-24,11.418405202413991
2012-04-28,11.03741817897722
2012-05-02,11.861743226742549
2012-05-06,12.266613895083912
2012-05-10,12.79604295144197
2012-05-14,12.440433651038498
2012-05-18,11.028251243200405
2012-05-22,11.385192410670076
2012-05-26,11.071174794464062
2012-05-30,10.935916830795732
2012-06-03,11.423255110468626
2012-06-07,12.055997233303684
2012-06-11,12.037097903264025
2012-06-15,12.229316411827556
2012-06-19,12.221016409317544
2012-06-23,12.334991206213417
2012-06-27,12.285677909913115
2012-07-01,12.506378710690004
2012-07-05,12.534480552513616
2012-07-09,13.36640779497429
2012-07-13,13.445366378383488
2012-07-17,13.010039992404378
2012-07-21,13.632312969008792
2012-07-25,13.691502271615333
2012-07-29,14.844610400976933
2012-08-02,15.399649853477944
2012-08-06,15.634884278863916
2012-08-10,15.72166439512033
2012-08-14,16.58047491994676
2012-08-18,17.112329271753
2012-08-22,17.798766797434983
2012-08-26,17.797756612825186
2012-08-30,18.374648902671417
2012-09-03,18.75337888974597
2012-09-07,19.97203443937233
2012-09-11,20.547995927547824
2012-09-15,19.954355670345272
2012-09-19,20.7387550782879
2012-09-23,21.9714436561213
2012-09-27,21.94642792222307
2012-10-01,21.865069523994265
2012-10-05,21.5211280844035
2012-10-09,21.26974887681514
2012-10-13,22.299722286603043
2012-10-17,22.364799297167057
2012-10-21,22.63454363415556
2012-10-25,23.3234330948822
2012-10-29,24.108880794990466
2012-11-02,24.456806621414565
2012-11-06,24.028956854555865
2012-11-10,24.77986175626072
2012-11-14,24.36685165084413
2012-11-18,23.16903827558985
2012-11-22,24.23419043895829
2012-11-26,24.664807840637703
2012-11-30,26.469326393822847
2012-12-04,26.277317515142233
2012-12-08,23.420025554852614
2012-12-12,22.86083034641303
2012-12-16,21.768397880340085
2012-12-20,20.774048096928446
2012-12-24,21.683511032047445
2012-12-28,22.48151481376916
2013-01-01,23.296847089742045
2013-01-05,22.91605405932753
2013-01-09,22.684235106415855
2013-01-13,21.861217637373823
2013-01-17,21.045831321425055
2013-01-21,21.345826724033067
2013-01-25,22.01504723754331
2013-01-29,21.879080394275498
2013-02-02,23.19092634999567
2013-02-06,24.872657597110777
2013-02-10,24.913767390425225
2013-02-14,24.632979599764067
2013-02-18,27.30794905582909
2013-02-22,30.88808742659257
2013-02-26,31.579742429385167
2013-03-02,32.12481165972719
2013-03-06,34.04628678696904
2013-03-10,34.33728873395628
2013-03-14,34.46136204464808
2013-03-18,39.47464260233846
2013-03-22,45.957917963282966
2013-03-26,52.65649086106915
2013-03-30,54.58932463587121
2013-04-03,57.2028785529896
2013-04-07,59.22531030867792
2013-04-11,61.82513902987877
2013-04-15,64.29767656877043
2013-04-19,66.69336865081573
2013-04-23,69.62349388943935
2013-04-27,73.03534530472405
2013-05-01,75.22107936937616
2013-05-05,74.77227218689443
2013-05-09,78.78366499259288
2013-05-13,85.00907721271605
2013-05-17,86.38639768239332
2013-05-21,82.54433237547475
2013-05-25,85.56327812164227
2013-05-29,96.41586953953076
2013-06-02,104.94937679766151
2013-06-06,123.88331782075822
2013-06-10,133.24350425534809
2013-06-14,137.9744941954237
2013-06-18,143.4983814914287
2013-06-22,142.40751493314943
2013-06-26,148.73608597706428
2013-06-30,160.357189250226
2013-07-04,168.59542487969742
2013-07-08,182.8751500302614
2013-07-12,203.8510744098401
2013-07-16,212.8017373082041
2013-07-20,215.3361739396125
2013-07-24,237.8693024997337
2013-07-28,249.0994826689177
2013-08-01,267.91812547360365
2013-08-05,298.2627314366096
2013-08-09,336.66209222397435
2013-08-13,376.2751368364114
2013-08-17,417.64607194077456
2013-08-21,445.9833469173606
2013-08-25,514.4285926635633
2013-08-29,540.642312281752
2013-09-02,621.4730333416313
2013-09-06,698.7825167292746
2013-09-10,723.487776940836
2013-09-14,808.7310737988183
2013-09-18,938.5978664429738
2013-09-22,1003.7840543369236
2013-09-26,1188.3556169366873
2013-09-30,1288.6785719866778
2013-10-04,1327.3843201087675
2013-10-08,1498.0842413682387
2013-10-12,1655.8821947402787
2013-10-16,1998.7875744573157
2013-10-20,2489.9831825956585
2013-10-24,2753.06018355295
2013-10-28,3154.265107328026
2013-11-01,3557.2878842719365
2013-11-05,3789.469210697324
2013-11-09,3802.868954489952
2013-11-13,4147.204872727961
2013-11-17,4600.748712702582
2013-11-21,4837.318485408744
2013-11-25,4890.88994822549
2013-11-29,5159.239662198924
2013-12-03,5747.665809673451
2013-12-07,6364.947624458908
2013-12-11,6948.166596301985
2013-12-15,7626.345870173981
2013-12-19,8450.317119995249
2013-12-23,9325.823474388084
2013-12-27,9731.244641570196
2013-12-31,10063.544648256046
2014-01-04,10467.423254797186
2014-01-08,11760.629686481998
2014-01-12,13407.560897338728
2014-01-16,14567.21301322149
2014-01-20,15605.92598039062
2014-01-24,15542.38393649655
2014-01-28,17331.990579226876
2014-02-01,17822.991987249763
2014-02-05,19318.627678487515
2014-02-09,21050.05453471475
2014-02-13,21315.11098354659
2014-02-17,22916.071284494206
2014-02-21,25945.390872017462
2014-02-25,27225.087107952782
2014-03-01,28674.53967216545
2014-03-05,28823.99913622904
2014-03-09,29671.474494862923
2014-03-13,31676.67003150208
2014-03-17,32922.879427626074
2014-03-21,33714.16825697453
2014-03-25,37064.45713479384
2014-03-29,40937.454661283635
2014-04-02,41778.36544537938
2014-04-06,46535.26769346952
2014-04-10,47918.96444822329
2014-04-14,49108.70776622058
2014-04-18,53560.08428171079
2014-04-22,56580.32547465287
2014-04-26,56994.02461229938
2014-04-30,57241.824719309385
2014-05-04,60015.63065165797
2014-05-08,62954.26662221349
2014-05-12,64715.62245731151
2014-05-16,69347.179701203
2014-05-20,74314.99306149459
2014-05-24,75195.2044852348
2014-05-28,77437.57668109036
2014-06-01,79597.02104263773
2014-06-05,87244.86914654785
2014-06-09,89257.84566792287
2014-06-13,88915.5363535424
2014-06-17,101104.89626679788
2014-06-21,110407.81276347012
2014-06-25,118931.46261857284
2014-06-29,122373.20912521955
2014-07-03,120899.20990801524
2014-07-07,118958.00693112356
2014-07-11,128393.43117566056
2014-07-15,131165.1145060147
2014-07-19,134448.47987745813
2014-07-23,138994.89818217
2014-07-27,131153.4132534286
2014-07-31,138928.45083802432
2014-08-04,144765.1707426543
2014-08-08,139842.09048761913
2014-08-12,156186.90539780844
2014-08-16,168831.86476869663
2014-08-20,169112.0836313833
2014-08-24,185549.64738442973
2014-08-28,188128.00704139343
2014-09-01,198965.26397267077
2014-09-05,210825.0290594278
2014-09-09,214846.2222011833
2014-09-13,213482.7375634606
2014-09-17,230941.5696626661
2014-09-21,253354.50222640412
2014-09-25,246999.45618393575
2014-09-29,237192.74211888437
2014-10-03,246393.12246525107
2014-10-07,262638.82284757507
2014-10-11,262629.4035253776
2014-10-15,252228.7959340776
2014-10-19,258760.30211622673
2014-10-23,257517.4572453515
2014-10-27,261871.36335582825
2014-10-31,271139.4412963538
2014-11-04,289794.6526202308
2014-11-08,290597.8056613779
2014-11-12,293337.63023170776
2014-11-16,285462.79452078935
2014-11-20,289233.9732779993
2014-11-24,284409.69737578573
2014-11-28,280465.55231544265
2014-12-02,288192.66447107226
2014-12-06,288718.2953545132
2014-12-10,277260.33042566705
2014-12-14,285532.2921508868
2014-12-18,277008.94014638255
2014-12-22,271171.9834029166
2014-12-26,286091.70867250056
2014-12-30,314392.6514500937
2015-01-03,318714.7260085566
2015-01-07,327861.4195736144
2015-01-11,307947.301659372
2015-01-15,297101.57323095674
2015-01-19,310389.73111570545
2015-01-23,311326.52104865026
2015-01-27,282598.2964383434
2015-01-31,298941.4036976771
2015-02-04,314787.2043903605
2015-02-08,324459.4369274946
2015-02-12,325949.8248362465
2015-02-16,323906.8389355815
2015-02-20,338744.67658662656
2015-02-24,340597.5356517282
2015-02-28,334246.61958743137
2015-03-04,347109.3574442462
2015-03-08,339484.22351758165
2015-03-12,339864.72686120734
2015-03-16,337478.8310799632
2015-03-20,329395.50578463485
2015-03-24,335457.99975613115
2015-03-28,361125.72885981074
2015-04-01,357972.4294895153
2015-04-05,343706.6144125466
2015-04-09,345894.12911241356
2015-04-13,338851.94912259013
2015-04-17,342363.3682844822
2015-04-21,346928.21319494204
2015-04-25,342085.4534769901
2015-04-29,337766.75216919265
2015-05-03,338104.8570262188
2015-05-07,336176.2561197099
2015-05-11,335969.6569151445
2015-05-15,342398.0793536015
2015-05-19,362216.00834418734
2015-05-23,349359.2739288314
2015-05-27,338632.8548296611
2015-05-31,338979.4595940725
2015-06-04,338914.824430182
2015-06-08,351645.17658567725
2015-06-12,367020.1241260344
2015-06-16,363990.3086082206
2015-06-20,362174.7751636253
2015-06-24,354300.40170549497
2015-06-28,352888.84632021416
2015-07-02,354835.580269439
2015-07-06,360299.10635788826
2015-07-10,376086.3116023916
2015-07-14,362611.5953885363
2015-07-18,361355.7505934119
2015-07-22,370334.19420020294
2015-07-26,379982.6239220452
2015-07-30,388594.5430343716
2015-08-03,387216.52581849584
2015-08-07,377563.9566226368
2015-08-11,379704.4428539934
2015-08-15,389964.5367690211
2015-08-19,365264.2877990064
2015-08-23,394649.99450108706
2015-08-27,400765.3139901032
2015-08-31,407263.8701419768
2015-09-04,413813.9986116207
2015-09-08,417963.619213385
2015-09-12,431987.7009136632
2015-09-16,437245.97817197547
2015-09-20,420468.6954100101
2015-09-24,410138.5050297866
2015-09-28,440329.60604035377
2015-10-02,456272.3595624715
2015-10-06,453468.788130199
2015-10-10,434022.4246954131
2015-10-14,422362.1207483723
2015-10-18,442884.8037179
2015-10-22,445335.4174457101
2015-10-26,450956.1557241511
2015-10-30,451963.84968615585
2015-11-03,466643.81661473034
2015-11-07,466409.8110023018
2015-11-11,457125.8242430142
2015-11-15,490312.2186328014
2015-11-19,508302.0889758474
2015-11-23,527474.4768765004
2015-11-27,555465.6815085089
2015-12-01,552589.1237620645
2015-12-05,558786.3849631345
2015-12-09,575412.9787260932
2015-12-13,664613.9391155678
2015-12-17,687573.3765520828
2015-12-21,695865.7111467419
2015-12-25,709038.8147739202
2015-12-29,750557.2287533741
2016-01-02,781179.9336694662
2016-01-06,780952.3681237582
2016-01-10,812210.8065743857
2016-01-14,856438.8245841406
2016-01-18,807462.711338615
2016-01-22,809006.7386918638
2016-01-26,895139.7944530871
2016-01-30,959115.1401624888
2016-02-03,995618.1718108044
2016-02-07,1064663.6100956276
2016-02-11,1170902.949029092
2016-02-15,1210727.4042139906
2016-02-19,1134992.9765623978
2016-02-23,1122042.446767042
2016-02-27,1122716.5967920024
2016-03-02,1115750.413151101
2016-03-06,1176124.0047055834
2016-03-10,1182661.4746346704
2016-03-14,1185819.1146866248
2016-03-18,1177943.655670679
2016-03-22,1160553.647629226
2016-03-26,1184672.4907071462
2016-03-30,1244611.2774393533
2016-04-03,1220341.0579831232
2016-04-07,1215680.049508243
2016-04-11,1292715.5687596935
2016-04-15,1319607.317131885
2016-04-19,1306369.8620389153
2016-04-23,1319633.2464804095
2016-04-27,1285373.537194018
2016-05-01,1242172.1568776155
2016-05-05,1358823.5809783698
2016-05-09,1404498.3231961315
2016-05-13,1397829.1545605804
2016-05-17,1370272.461503602
2016-05-21,1364319.776956976
2016-05-25,1490994.6073375845
2016-05-29,1487224.009155203
2016-06-02,1375776.66173109
2016-06-06,1395592.3749658987
2016-06-10,1483291.6562820177
2016-06-14,1476356.5032597517
2016-06-18,1459155.2896971
2016-06-22,1547118.491909379
2016-06-26,1536803.6434820157
2016-06-30,1524610.3304640572
2016-07-04,1564770.7977055495
2016-07-08,1554081.0534019496
2016-07-12,1539692.5723924672
2016-07-16,1512414.554377637
2016-07-20,1500475.0643218402
2016-07-24,1469011.5472056784
2016-07-28,1376627.8532701624
2016-08-01,1434240.0321515142
2016-08-05,1551190.2975887558
2016-08-09,1590015.4337449714
2016-08-13,1491087.512258583
2016-08-17,1552201.0202241542
2016-08-21,1576595.1540976488
2016-08-25,1676441.7329387732
2016-08-29,1569927.4791885212
2016-09-02,1585634.69278992
2016-09-06,1628830.7598156298
2016-09-10,1599044.63427521
2016-09-14,1715941.6494418243
2016-09-18,1767828.8105885356
2016-09-22,1690346.923926197
2016-09-26,1755585.7262027245
2016-09-30,1854675.1988884744
2016-10-04,1802146.5088548928
2016-10-08,1850112.3855164289
2016-10-12,1897250.873499276
2016-10-16,1789993.5200488386
2016-10-20,1729409.123985647
2016-10-24,1820178.174170574
2016-10-28,1878816.0790978456
2016-11-01,1903722.144951221
2016-11-05,1826276.4947781824
2016-11-09,1846883.2731277863
2016-11-13,2016117.2218417048
2016-11-17,2064937.9976172464
2016-11-21,2030091.3388923637
2016-11-25,2009204.7391204464
2016-11-29,2119270.735785414
2016-12-03,2096331.047771838
2016-12-07,2136272.146722828
2016-12-11,2136244.0807198593
2016-12-15,2209556.5563213034
2016-12-19,2165835.3510026517
2016-12-23,2262016.178870619
2016-12-27,2321484.958646186
2016-12-31,2388534.8363619717
2017-01-04,2479403.0382490805
2017-01-08,2423001.695249785
2017-01-12,2425095.33875336
2017-01-16,2641887.4804168753
2017-01-20,2732216.4828686495
2017-01-24,2914251.3752072384
2017-01-28,3053427.6840616013
2017-02-01,3033399.2388273524
2017-02-05,3102542.9915142865
2017-02-09,3030498.4575872305
2017-02-13,3054992.9644181477
2017-02-17,3150929.9368041903
2017-02-21,3190296.409473513
2017-02-25,3214698.9371839655
2017-03-01,3433811.815083556
2017-03-05,3361582.213987116
2017-03-09,3334927.1811595457
2017-03-13,3419384.661996132
2017-03-17,3455378.184753985
2017-03-21,3546574.011183695
2017-03-25,3668730.4760673465
2017-03-29,3618057.403193488
2017-04-02,3525770.907736244
2017-04-06,3732651.814395701
2017-04-10,3789422.1841963967
2017-04-14,3716265.809637708
2017-04-18,3689030.6088938857
2017-04-22,3809461.380002141
2017-04-26,3768777.8118661977
2017-04-30,3828030.482047049
2017-05-04,3881003.7613992137
2017-05-08,3973673.383209128
2017-05-12,4087103.120458678
2017-05-16,4268826.866837841
2017-05-20,4314627.130897485
2017-05-24,4365471.603180534
2017-05-28,4576075.581265672
2017-06-01,4837084.425534403
2017-06-05,5016434.728100327
2017-06-09,5315464.142712018
2017-06-13,5138325.294241457
2017-06-17,4897315.665055648
2017-06-21,5052025.489071213
2017-06-25,5150122.021218943
2017-06-29,5038931.948140614
2017-07-03,5333067.905316561
2017-07-07,5643284.511089206
2017-07-11,5495513.890133706
2017-07-15,5861899.508277555
2017-07-19,5920137.727710934
2017-07-23,6290353.420675983
2017-07-27,6404619.6045211395
2017-07-31,6416568.82035091
2017-08-04,6340973.960797036
2017-08-08,6646415.866423098
2017-08-12,6600428.012143145
2017-08-16,6431739.376147588
2017-08-20,6812005.312759782
2017-08-24,6372732.59288018
2017-08-28,5293923.580283118
2017-09-01,6118103.511203514
2017-09-05,7234499.718917969
2017-09-09,7713587.645359667
2017-09-13,7745290.322226867
2017-09-17,7948423.993960397
2017-09-21,7714642.827621005
2017-09-25,8039495.313184744
2017-09-29,8125688.732721812
2017-10-03,8241514.825746937
2017-10-07,8093774.808395992
2017-10-11,8611583.305468943
2017-10-15,8555715.75853819
2017-10-19,9245168.605723055
2017-10-23,10037300.022069383
2017-10-27,10670559.23420078
2017-10-31,9904229.24221839
2017-11-04,9306199.07846492
2017-11-08,9677621.65809323
2017-11-12,9438552.350897446
2017-11-16,8361124.917554744
2017-11-20,10028527.453613034
2017-11-24,10571133.769943774
2017-11-28,10396548.537925262
2017-12-02,11077064.76923594
2017-12-06,11660571.635318296
2017-12-10,12675804.939481717
2017-12-14,13082739.115663083
2017-12-18,13817089.756870428
2017-12-22,13779353.804606983
2017-12-26,13155477.122510526
2017-12-30,13807265.170036314
2018-01-03,14859847.519579502
2018-01-07,15374680.497350205
2018-01-11,15592706.54868646
2018-01-15,16699532.96731619
2018-01-19,17518474.864028975
2018-01-23,18921900.076749504
2018-01-27,19787587.232494235
2018-01-31,20216478.37340072
2018-02-04,19890578.531373043
2018-02-08,22043211.73546868
2018-02-12,21200794.83270078
2018-02-16,21822998.378448155
2018-02-20,22537502.53489875
2018-02-24,22619613.70976804
2018-02-28,23129455.071288913
2018-03-04,24090512.761231683
2018-03-08,24656663.69515837
2018-03-12,24840322.333639424
2018-03-16,24443064.121342275
2018-03-20,25073739.768088404
2018-03-24,24653093.04215949
2018-03-28,25105502.58619999
2018-04-01,24933378.67032987
2018-04-05,26526747.478073098
2018-04-09,27451982.744913302
2018-04-13,27551717.46878219
2018-04-17,28081059.67228455
2018-04-21,29391435.649626076
2018-04-25,30154849.562603377
2018-04-29,27778760.672412448
2018-05-03,29007915.362040572
2018-05-07,29705021.855992816
2018-05-11,29676459.334977467
2018-05-15,29771418.72271976
2018-05-19,30898997.443865977
2018-05-23,31340411.69306404
2018-05-27,32780259.376856085
2018-05-31,34072425.972664125
2018-06-04,34255939.93661024
2018-06-08,36623986.38944037
2018-06-12,35787978.208581574
2018-06-16,35226598.158250876
2018-06-20,38429675.25013728
2018-06-24,39784321.86544569
2018-06-28,38798076.90988413
2018-07-02,36778846.14133995
2018-07-06,35940839.56543448
2018-07-10,37975716.11703958
2018-07-14,38775605.824620165
2018-07-18,36509848.57509012
2018-07-22,38873815.39954954
2018-07-26,42145481.84301064
2018-07-30,43186317.48986679
2018-08-03,43330461.804432616
2018-08-07,45756461.595135145
2018-08-11,46474707.06800876
2018-08-15,47856434.09623907
2018-08-19,48640417.27294009
2018-08-23,48685790.79651558
2018-08-27,49000382.03378043
2018-08-31,51603523.670061335
2018-09-04,49684097.09108747
2018-09-08,47988724.25098981
2018-09-12,50356537.709924355
2018-09-16,51192470.87111106
2018-09-20,49447839.43928157
2018-09-24,52079819.00403919
2018-09-28,53232311.492059335
2018-10-02,54756137.20270987
2018-10-06,53076537.694388136
2018-10-10,50256807.6983317
2018-10-14,52041213.86551923
2018-10-18,51935331.436494775
2018-10-22,51884979.84490446
