Time,Mempool_count
2020-07-11,8124.796875
2020-07-12,8124.796875
2020-07-13,2831.796875
2020-07-14,2831.796875
2020-07-15,17454.588541666668
2020-07-16,17454.588541666668
2020-07-17,32726.067708333332
2020-07-18,32726.067708333332
2020-07-19,18984.036458333332
2020-07-20,18984.036458333332
2020-07-21,38665.390625
2020-07-22,38665.390625
2020-07-23,38665.390625
2020-07-24,46110.166666666664
2020-07-25,46110.166666666664
2020-07-26,16488.677083333332
2020-07-27,16488.677083333332
2020-07-28,39822.979166666664
2020-07-29,39822.979166666664
2020-07-30,39936.21875
2020-07-31,39936.21875
2020-08-01,31029.71875
2020-08-02,31029.71875
2020-08-03,14491.833333333334
2020-08-04,14491.833333333334
2020-08-05,14491.833333333334
2020-08-06,32578.255208333332
2020-08-07,32578.255208333332
2020-08-08,17653.119791666668
2020-08-09,17653.119791666668
2020-08-10,4907.583333333333
2020-08-11,4907.583333333333
2020-08-12,14342.052083333334
2020-08-13,14342.052083333334
2020-08-14,11983.447916666666
2020-08-15,11983.447916666666
2020-08-16,4369.9375
2020-08-17,4369.9375
2020-08-18,4369.9375
2020-08-19,44252.494791666664
2020-08-20,44252.494791666664
2020-08-21,16536.8125
2020-08-22,16536.8125
2020-08-23,9385.140625
2020-08-24,9385.140625
2020-08-25,16661.90625
2020-08-26,16661.90625
2020-08-27,30091.380208333332
2020-08-28,30091.380208333332
2020-08-29,5331.885416666667
2020-08-30,5331.885416666667
2020-08-31,5331.885416666667
2020-09-01,19001.744791666668
2020-09-02,19001.744791666668
2020-09-03,31151.177083333332
2020-09-04,31151.177083333332
2020-09-05,57941.791666666664
2020-09-06,57941.791666666664
2020-09-07,5568.453125
2020-09-08,5568.453125
2020-09-09,7049.65625
2020-09-10,7049.65625
2020-09-11,11565.265625
2020-09-12,11565.265625
2020-09-13,11565.265625
2020-09-14,2783.9947916666665
2020-09-15,2783.9947916666665
2020-09-16,12640.03125
2020-09-17,12640.03125
2020-09-18,4145.109375
2020-09-19,4145.109375
2020-09-20,4530.260416666667
2020-09-21,4530.260416666667
2020-09-22,27214.359375
2020-09-23,27214.359375
2020-09-24,21400.848958333332
2020-09-25,21400.848958333332
2020-09-26,21400.848958333332
2020-09-27,5207.921875
2020-09-28,5207.921875
2020-09-29,25783.963541666668
2020-09-30,25783.963541666668
2020-10-01,20131.057291666668
2020-10-02,20131.057291666668
2020-10-03,35116.114583333336
2020-10-04,35116.114583333336
2020-10-05,13103.03125
2020-10-06,13103.03125
2020-10-07,25786.963541666668
2020-10-08,25786.963541666668
2020-10-09,25786.963541666668
2020-10-10,24622.380208333332
2020-10-11,24622.380208333332
2020-10-12,3626.421875
2020-10-13,3626.421875
2020-10-14,6188.567708333333
2020-10-15,6188.567708333333
2020-10-16,8482.442708333334
2020-10-17,8482.442708333334
2020-10-18,7805.036458333333
2020-10-19,7805.036458333333
2020-10-20,26780.776041666668
2020-10-21,26780.776041666668
2020-10-22,26780.776041666668
2020-10-23,48645.6875
2020-10-24,48645.6875
2020-10-25,13586.390625
2020-10-26,13586.390625
2020-10-27,61222.802083333336
2020-10-28,61222.802083333336
2020-10-29,122281.71354166667
2020-10-30,122281.71354166667
2020-10-31,124011.828125
2020-11-01,124011.828125
2020-11-02,66279.59375
2020-11-03,66279.59375
2020-11-04,66279.59375
2020-11-05,38354.322916666664
2020-11-06,38354.322916666664
2020-11-07,34540.317708333336
2020-11-08,34540.317708333336
2020-11-09,9648.583333333334
2020-11-10,9648.583333333334
2020-11-11,9759.552083333334
2020-11-12,9759.552083333334
2020-11-13,6322.770833333333
2020-11-14,6322.770833333333
2020-11-15,4072.984375
2020-11-16,4072.984375
2020-11-17,4072.984375
2020-11-18,14044.114583333334
2020-11-19,14044.114583333334
2020-11-20,19931.119791666668
2020-11-21,19931.119791666668
2020-11-22,3640.265625
2020-11-23,3640.265625
2020-11-24,25792.385416666668
2020-11-25,25792.385416666668
2020-11-26,34815.848958333336
2020-11-27,34815.848958333336
2020-11-28,9942.473958333334
2020-11-29,9942.473958333334
2020-11-30,9942.473958333334
2020-12-01,42510.65625
2020-12-02,42510.65625
2020-12-03,40320.661458333336
2020-12-04,40320.661458333336
2020-12-05,25100.302083333332
2020-12-06,25100.302083333332
2020-12-07,6775.536458333333
2020-12-08,6775.536458333333
2020-12-09,14895.447916666666
2020-12-10,14895.447916666666
2020-12-11,20657.755208333332
2020-12-12,20657.755208333332
2020-12-13,20657.755208333332
2020-12-14,3355.1197916666665
2020-12-15,3355.1197916666665
2020-12-16,20916.645833333332
2020-12-17,20916.645833333332
2020-12-18,113868.32291666667
2020-12-19,113868.32291666667
2020-12-20,20754.479166666668
2020-12-21,20754.479166666668
2020-12-22,27770.890625
2020-12-23,27770.890625
2020-12-24,34659.104166666664
2020-12-25,34659.104166666664
2020-12-26,34659.104166666664
2020-12-27,15076.296875
2020-12-28,15076.296875
2020-12-29,18119.411458333332
2020-12-30,18119.411458333332
2020-12-31,21918.911458333332
2021-01-01,21918.911458333332
2021-01-02,7098.822916666667
2021-01-03,7098.822916666667
2021-01-04,12087.119791666666
2021-01-05,12087.119791666666
2021-01-06,23101.21875
2021-01-07,23101.21875
2021-01-08,23101.21875
2021-01-09,54816.791666666664
2021-01-10,54816.791666666664
2021-01-11,41759.317708333336
2021-01-12,41759.317708333336
2021-01-13,62631.223958333336
2021-01-14,62631.223958333336
2021-01-15,69539.859375
2021-01-16,69539.859375
2021-01-17,45779.057291666664
2021-01-18,45779.057291666664
2021-01-19,40110.609375
2021-01-20,40110.609375
2021-01-21,40110.609375
2021-01-22,61678.84375
2021-01-23,61678.84375
2021-01-24,35634.260416666664
2021-01-25,35634.260416666664
2021-01-26,37443.203125
2021-01-27,37443.203125
2021-01-28,27374.255208333332
2021-01-29,27374.255208333332
2021-01-30,55469.942708333336
2021-01-31,55469.942708333336
2021-02-01,41082.104166666664
2021-02-02,41082.104166666664
2021-02-03,41082.104166666664
2021-02-04,41615.78125
2021-02-05,41615.78125
2021-02-06,34575.880208333336
2021-02-07,34575.880208333336
2021-02-08,23972.927083333332
2021-02-09,23972.927083333332
2021-02-10,76481.82291666667
2021-02-11,76481.82291666667
2021-02-12,95914.11979166667
2021-02-13,95914.11979166667
2021-02-14,46928.317708333336
2021-02-15,46928.317708333336
2021-02-16,46928.317708333336
2021-02-17,56840.40625
2021-02-18,56840.40625
2021-02-19,74609.08333333333
2021-02-20,74609.08333333333
2021-02-21,78662.00520833333
2021-02-22,78662.00520833333
2021-02-23,95015.671875
2021-02-24,95015.671875
2021-02-25,73680.671875
2021-02-26,73680.671875
2021-02-27,56489.192708333336
2021-02-28,56489.192708333336
2021-03-01,56489.192708333336
2021-03-02,56340.130208333336
2021-03-03,56340.130208333336
2021-03-04,55863.807291666664
2021-03-05,55863.807291666664
2021-03-06,48023.119791666664
2021-03-07,48023.119791666664
2021-03-08,33886.760416666664
2021-03-09,33886.760416666664
2021-03-10,38871.640625
2021-03-11,38871.640625
2021-03-12,35565.90625
2021-03-13,35565.90625
2021-03-14,35565.90625
2021-03-15,20940.96875
2021-03-16,20940.96875
2021-03-17,29255.96875
2021-03-18,29255.96875
2021-03-19,35419.802083333336
2021-03-20,35419.802083333336
2021-03-21,20524.307291666668
2021-03-22,20524.307291666668
2021-03-23,35939.494791666664
2021-03-24,35939.494791666664
2021-03-25,39220.666666666664
2021-03-26,39220.666666666664
2021-03-27,39220.666666666664
2021-03-28,33404.515625
2021-03-29,33404.515625
2021-03-30,49738.098958333336
2021-03-31,49738.098958333336
2021-04-01,45482.234375
2021-04-02,45482.234375
2021-04-03,48229.208333333336
2021-04-04,48229.208333333336
2021-04-05,32867.213541666664
2021-04-06,32867.213541666664
2021-04-07,41460.59375
2021-04-08,41460.59375
2021-04-09,41460.59375
2021-04-10,40299.723958333336
2021-04-11,40299.723958333336
2021-04-12,30802.666666666668
2021-04-13,30802.666666666668
2021-04-14,63168.09375
2021-04-15,63168.09375
2021-04-16,59155.463541666664
2021-04-17,59155.463541666664
2021-04-18,110173.84375
2021-04-19,110173.84375
2021-04-20,118132.734375
2021-04-21,118132.734375
2021-04-22,118132.734375
2021-04-23,117039.58333333333
2021-04-24,117039.58333333333
2021-04-25,68687.0625
2021-04-26,68687.0625
2021-04-27,51039.130208333336
2021-04-28,51039.130208333336
2021-04-29,40256.046875
2021-04-30,40256.046875
2021-05-01,37639.713541666664
2021-05-02,37639.713541666664
2021-05-03,26944.822916666668
2021-05-04,26944.822916666668
2021-05-05,26944.822916666668
2021-05-06,33539.973958333336
2021-05-07,33539.973958333336
2021-05-08,26024.151041666668
2021-05-09,26024.151041666668
2021-05-10,17061.041666666668
2021-05-11,17061.041666666668
2021-05-12,14703.125
2021-05-13,14703.125
2021-05-14,22089.90625
2021-05-15,22089.90625
2021-05-16,12126.15625
2021-05-17,12126.15625
2021-05-18,12126.15625
2021-05-19,34530.083333333336
2021-05-20,34530.083333333336
2021-05-21,66033.109375
2021-05-22,66033.109375
2021-05-23,33324.177083333336
2021-05-24,33324.177083333336
2021-05-25,21675.421875
2021-05-26,21675.421875
2021-05-27,24890.755208333332
2021-05-28,24890.755208333332
2021-05-29,23543.213541666668
2021-05-30,23543.213541666668
2021-05-31,23543.213541666668
2021-06-01,7554.083333333333
2021-06-02,7554.083333333333
2021-06-03,4280.598958333333
2021-06-04,4280.598958333333
2021-06-05,4480.166666666667
2021-06-06,4480.166666666667
2021-06-07,2504.3854166666665
2021-06-08,2504.3854166666665
2021-06-09,8272.276041666666
2021-06-10,8272.276041666666
2021-06-11,30379.21875
2021-06-12,30379.21875
2021-06-13,30379.21875
2021-06-14,2147.9322916666665
2021-06-15,2147.9322916666665
2021-06-16,6094.489583333333
2021-06-17,6094.489583333333
2021-06-18,3073.8229166666665
2021-06-19,3073.8229166666665
2021-06-20,7126.942708333333
2021-06-21,7126.942708333333
2021-06-22,19293.854166666668
2021-06-23,19293.854166666668
2021-06-24,20162.942708333332
2021-06-25,20162.942708333332
2021-06-26,20162.942708333332
2021-06-27,8592.317708333334
2021-06-28,8592.317708333334
2021-06-29,42580.90625
2021-06-30,42580.90625
2021-07-01,49143.770833333336
2021-07-02,49143.770833333336
2021-07-03,49991.875
2021-07-04,49991.875
2021-07-05,5461.541666666667
2021-07-06,5461.541666666667
2021-07-07,4270.692708333333
2021-07-08,4270.692708333333
2021-07-09,4270.692708333333
2021-07-10,4132.15625
2021-07-11,4132.15625
2021-07-12,1796.4114583333333
2021-07-13,1796.4114583333333
2021-07-14,4421.572916666667
2021-07-15,4421.572916666667
2021-07-16,2968.3802083333335
2021-07-17,2968.3802083333335
2021-07-18,1485.3958333333333
2021-07-19,1485.3958333333333
2021-07-20,4056.0364583333335
2021-07-21,4056.0364583333335
2021-07-22,4056.0364583333335
2021-07-23,1920.8802083333333
2021-07-24,1920.8802083333333
2021-07-25,1951.2239583333333
2021-07-26,1951.2239583333333
2021-07-27,4794.557291666667
2021-07-28,4794.557291666667
2021-07-29,2581.4895833333335
2021-07-30,2581.4895833333335
2021-07-31,1900.6822916666667
2021-08-01,1900.6822916666667
2021-08-02,2474.9947916666665
2021-08-03,2474.9947916666665
2021-08-04,2474.9947916666665
2021-08-05,5768.96875
2021-08-06,5768.96875
2021-08-07,2498.78125
2021-08-08,2498.78125
2021-08-09,1762.265625
2021-08-10,1762.265625
2021-08-11,2342.2083333333335
2021-08-12,2342.2083333333335
2021-08-13,4505.296875
2021-08-14,4505.296875
2021-08-15,1241.1770833333333
2021-08-16,1241.1770833333333
2021-08-17,1241.1770833333333
2021-08-18,2302.0052083333335
2021-08-19,2302.0052083333335
2021-08-20,3145.171875
2021-08-21,3145.171875
2021-08-22,1552.5572916666667
2021-08-23,1552.5572916666667
2021-08-24,2512.7864583333335
2021-08-25,2512.7864583333335
2021-08-26,2272.0416666666665
2021-08-27,2272.0416666666665
2021-08-28,2279.3333333333335
2021-08-29,2279.3333333333335
2021-08-30,2279.3333333333335
2021-08-31,4071.2135416666665
2021-09-01,4071.2135416666665
2021-09-02,11108.802083333334
2021-09-03,11108.802083333334
2021-09-04,3776.109375
2021-09-05,3776.109375
2021-09-06,2965.0677083333335
2021-09-07,2965.0677083333335
2021-09-08,8354.447916666666
2021-09-09,8354.447916666666
2021-09-10,4434.59375
2021-09-11,4434.59375
2021-09-12,4434.59375
2021-09-13,1946.2447916666667
2021-09-14,1946.2447916666667
2021-09-15,4999.171875
2021-09-16,4999.171875
2021-09-17,6215.28125
2021-09-18,6215.28125
2021-09-19,1671.7135416666667
2021-09-20,1671.7135416666667
2021-09-21,4258.338541666667
2021-09-22,4258.338541666667
2021-09-23,2737.1041666666665
2021-09-24,2737.1041666666665
2021-09-25,2737.1041666666665
2021-09-26,2025.9791666666667
2021-09-27,2025.9791666666667
2021-09-28,2485.9635416666665
2021-09-29,2485.9635416666665
2021-09-30,7105.661458333333
2021-10-01,7105.661458333333
2021-10-02,9576.239583333334
2021-10-03,9576.239583333334
2021-10-04,4059.0885416666665
2021-10-05,4059.0885416666665
2021-10-06,15307.854166666666
2021-10-07,15307.854166666666
2021-10-08,15307.854166666666
2021-10-09,13204.8125
2021-10-10,13204.8125
2021-10-11,2216.9166666666665
2021-10-12,2216.9166666666665
2021-10-13,6376.625
2021-10-14,6376.625
2021-10-15,7961.34375
2021-10-16,7961.34375
2021-10-17,1997.2916666666667
2021-10-18,1997.2916666666667
2021-10-19,4246.770833333333
2021-10-20,4246.770833333333
2021-10-21,4246.770833333333
2021-10-22,7385.098958333333
2021-10-23,7385.098958333333
2021-10-24,2367.8802083333335
2021-10-25,2367.8802083333335
2021-10-26,3087.0260416666665
2021-10-27,3087.0260416666665
2021-10-28,2322.8072916666665
2021-10-29,2322.8072916666665
2021-10-30,2484.2291666666665
2021-10-31,2484.2291666666665
2021-11-01,5341.390625
2021-11-02,5341.390625
2021-11-03,5341.390625
2021-11-04,4463.791666666667
2021-11-05,4463.791666666667
2021-11-06,4437.807291666667
2021-11-07,4437.807291666667
2021-11-08,2921.625
2021-11-09,2921.625
2021-11-10,5079.151041666667
2021-11-11,5079.151041666667
2021-11-12,4725.729166666667
2021-11-13,4725.729166666667
2021-11-14,1872.1927083333333
2021-11-15,1872.1927083333333
2021-11-16,1872.1927083333333
2021-11-17,4308.020833333333
2021-11-18,4308.020833333333
2021-11-19,3989.1979166666665
2021-11-20,3989.1979166666665
2021-11-21,2564.6822916666665
2021-11-22,2564.6822916666665
2021-11-23,3718.7552083333335
2021-11-24,3718.7552083333335
2021-11-25,6174.901041666667
2021-11-26,6174.901041666667
2021-11-27,2333.09375
2021-11-28,2333.09375
2021-11-29,2333.09375
2021-11-30,4272.833333333333
2021-12-01,4272.833333333333
2021-12-02,20736.072916666668
2021-12-03,20736.072916666668
2021-12-04,2972.234375
2021-12-05,2972.234375
2021-12-06,2032.5833333333333
2021-12-07,2032.5833333333333
2021-12-08,2975.046875
2021-12-09,2975.046875
2021-12-10,4240.338541666667
2021-12-11,4240.338541666667
2021-12-12,4240.338541666667
2021-12-13,1714.25
2021-12-14,1714.25
2021-12-15,4700.203125
2021-12-16,4700.203125
2021-12-17,6561.348958333333
2021-12-18,6561.348958333333
2021-12-19,1752.78125
2021-12-20,1752.78125
2021-12-21,4074.1927083333335
2021-12-22,4074.1927083333335
2021-12-23,3818.2708333333335
2021-12-24,3818.2708333333335
2021-12-25,3818.2708333333335
2021-12-26,5418.0
2021-12-27,5418.0
2021-12-28,11770.453125
2021-12-29,11770.453125
2021-12-30,7182.578125
2021-12-31,7182.578125
2022-01-01,2211.1302083333335
2022-01-02,2211.1302083333335
2022-01-03,2476.0364583333335
2022-01-04,2476.0364583333335
2022-01-05,6040.651041666667
2022-01-06,6040.651041666667
2022-01-07,6040.651041666667
2022-01-08,4323.65625
2022-01-09,4323.65625
2022-01-10,1654.4895833333333
2022-01-11,1654.4895833333333
2022-01-12,4192.541666666667
2022-01-13,4192.541666666667
2022-01-14,3157.9166666666665
2022-01-15,3157.9166666666665
2022-01-16,1822.2291666666667
2022-01-17,1822.2291666666667
2022-01-18,3646.5052083333335
2022-01-19,3646.5052083333335
2022-01-20,3646.5052083333335
2022-01-21,3462.8645833333335
2022-01-22,3462.8645833333335
2022-01-23,3444.5677083333335
2022-01-24,3444.5677083333335
2022-01-25,4607.291666666667
2022-01-26,4607.291666666667
2022-01-27,8280.458333333334
2022-01-28,8280.458333333334
2022-01-29,3600.5833333333335
2022-01-30,3600.5833333333335
2022-01-31,5642.026041666667
2022-02-01,5642.026041666667
2022-02-02,5642.026041666667
2022-02-03,3111.1041666666665
2022-02-04,3111.1041666666665
2022-02-05,17968.265625
2022-02-06,17968.265625
2022-02-07,2649.9010416666665
2022-02-08,2649.9010416666665
2022-02-09,6617.348958333333
2022-02-10,6617.348958333333
2022-02-11,8699.1875
2022-02-12,8699.1875
2022-02-13,1694.1770833333333
2022-02-14,1694.1770833333333
2022-02-15,1694.1770833333333
2022-02-16,3406.90625
2022-02-17,3406.90625
2022-02-18,3727.3177083333335
2022-02-19,3727.3177083333335
2022-02-20,2302.84375
2022-02-21,2302.84375
2022-02-22,4185.442708333333
2022-02-23,4185.442708333333
2022-02-24,3902.9583333333335
2022-02-25,3902.9583333333335
2022-02-26,2388.765625
2022-02-27,2388.765625
2022-02-28,2388.765625
2022-03-01,3541.0416666666665
2022-03-02,3541.0416666666665
2022-03-03,6274.182291666667
2022-03-04,6274.182291666667
2022-03-05,5130.609375
2022-03-06,5130.609375
2022-03-07,2044.109375
2022-03-08,2044.109375
2022-03-09,6242.901041666667
2022-03-10,6242.901041666667
2022-03-11,6229.213541666667
2022-03-12,6229.213541666667
2022-03-13,6229.213541666667
2022-03-14,1841.8229166666667
2022-03-15,1841.8229166666667
2022-03-16,3134.015625
2022-03-17,3134.015625
2022-03-18,2482.7760416666665
2022-03-19,2482.7760416666665
2022-03-20,1851.0729166666667
2022-03-21,1851.0729166666667
2022-03-22,6024.322916666667
2022-03-23,6024.322916666667
2022-03-24,4877.890625
2022-03-25,4877.890625
2022-03-26,4877.890625
2022-03-27,1919.2239583333333
2022-03-28,1919.2239583333333
2022-03-29,3021.078125
2022-03-30,3021.078125
2022-03-31,6937.90625
2022-04-01,6937.90625
2022-04-02,6607.723958333333
2022-04-03,6607.723958333333
2022-04-04,2424.7239583333335
2022-04-05,2424.7239583333335
2022-04-06,4002.3958333333335
2022-04-07,4002.3958333333335
2022-04-08,4002.3958333333335
2022-04-09,5781.109375
2022-04-10,5781.109375
2022-04-11,1887.8177083333333
2022-04-12,1887.8177083333333
2022-04-13,3716.453125
2022-04-14,3716.453125
2022-04-15,3560.125
2022-04-16,3560.125
2022-04-17,1563.6979166666667
2022-04-18,1563.6979166666667
2022-04-19,5886.197916666667
2022-04-20,5886.197916666667
2022-04-21,5886.197916666667
2022-04-22,3565.2135416666665
2022-04-23,3565.2135416666665
2022-04-24,2153.3489583333335
2022-04-25,2153.3489583333335
2022-04-26,3456.90625
2022-04-27,3456.90625
2022-04-28,3199.0104166666665
2022-04-29,3199.0104166666665
2022-04-30,5373.546875
2022-05-01,5373.546875
2022-05-02,5095.479166666667
2022-05-03,5095.479166666667
2022-05-04,5095.479166666667
2022-05-05,22285.822916666668
2022-05-06,22285.822916666668
2022-05-07,5983.822916666667
2022-05-08,5983.822916666667
2022-05-09,3302.2604166666665
2022-05-10,3302.2604166666665
2022-05-11,4802.765625
2022-05-12,4802.765625
2022-05-13,58793.473958333336
2022-05-14,58793.473958333336
2022-05-15,58793.473958333336
2022-05-16,12175.604166666666
2022-05-17,12175.604166666666
2022-05-18,3561.6354166666665
2022-05-19,3561.6354166666665
2022-05-20,7010.192708333333
2022-05-21,7010.192708333333
2022-05-22,1816.0833333333333
2022-05-23,1816.0833333333333
2022-05-24,3922.0364583333335
2022-05-25,3922.0364583333335
2022-05-26,3958.0416666666665
2022-05-27,3958.0416666666665
2022-05-28,3958.0416666666665
2022-05-29,2571.6927083333335
2022-05-30,2571.6927083333335
2022-05-31,2841.2083333333335
2022-06-01,2841.2083333333335
2022-06-02,9273.583333333334
2022-06-03,9273.583333333334
2022-06-04,3698.6822916666665
2022-06-05,3698.6822916666665
2022-06-06,2497.2916666666665
2022-06-07,2497.2916666666665
2022-06-08,2890.3072916666665
2022-06-09,2890.3072916666665
2022-06-10,2890.3072916666665
2022-06-11,5377.958333333333
2022-06-12,5377.958333333333
2022-06-13,3055.328125
2022-06-14,3055.328125
2022-06-15,6729.583333333333
2022-06-16,6729.583333333333
2022-06-17,6983.302083333333
2022-06-18,6983.302083333333
2022-06-19,1962.53125
2022-06-20,1962.53125
2022-06-21,4278.348958333333
2022-06-22,4278.348958333333
2022-06-23,4278.348958333333
2022-06-24,2244.34375
2022-06-25,2244.34375
2022-06-26,5513.098958333333
2022-06-27,5513.098958333333
2022-06-28,8754.447916666666
2022-06-29,8754.447916666666
2022-06-30,2453.6979166666665
2022-07-01,2453.6979166666665
2022-07-02,4714.765625
2022-07-03,4714.765625
2022-07-04,3292.96875
2022-07-05,3292.96875
2022-07-06,3292.96875
2022-07-07,10222.270833333334
2022-07-08,10222.270833333334
2022-07-09,3034.3697916666665
2022-07-10,3034.3697916666665
2022-07-11,1882.4322916666667
2022-07-12,1882.4322916666667
2022-07-13,3858.765625
2022-07-14,3858.765625
2022-07-15,5627.375
2022-07-16,5627.375
2022-07-17,2647.5989583333335
2022-07-18,2647.5989583333335
2022-07-19,2647.5989583333335
2022-07-20,4719.8125
2022-07-21,4719.8125
2022-07-22,3713.7708333333335
2022-07-23,3713.7708333333335
2022-07-24,1805.9739583333333
2022-07-25,1805.9739583333333
2022-07-26,3051.8645833333335
2022-07-27,3051.8645833333335
2022-07-28,5500.671875
2022-07-29,5500.671875
2022-07-30,4053.640625
2022-07-31,4053.640625
2022-08-01,4053.640625
2022-08-02,3445.3072916666665
2022-08-03,3445.3072916666665
2022-08-04,5795.4375
2022-08-05,5795.4375
2022-08-06,7168.885416666667
2022-08-07,7168.885416666667
2022-08-08,2686.8333333333335
2022-08-09,2686.8333333333335
2022-08-10,7475.4375
2022-08-11,7475.4375
2022-08-12,5209.260416666667
2022-08-13,5209.260416666667
2022-08-14,5209.260416666667
2022-08-15,2226.953125
2022-08-16,2226.953125
