Time,Mempool_size
2022-07-26,1457550.1875
2022-07-27,1457550.1875
2022-07-28,3047612.1614583335
2022-07-29,3047612.1614583335
2022-07-30,2017537.7083333333
2022-07-31,2017537.7083333333
2022-08-01,2017537.7083333333
2022-08-02,2657120.9895833335
2022-08-03,2657120.9895833335
2022-08-04,3885898.046875
2022-08-05,3885898.046875
2022-08-06,4320190.640625
2022-08-07,4320190.640625
2022-08-08,1514404.1614583333
2022-08-09,1514404.1614583333
2022-08-10,4264718.8125
2022-08-11,4264718.8125
2022-08-12,2387685.9635416665
2022-08-13,2387685.9635416665
2022-08-14,2387685.9635416665
2022-08-15,1222807.0
2022-08-16,1222807.0
2022-08-17,2112690.8125
2022-08-18,2112690.8125
2022-08-19,2137004.4166666665
2022-08-20,2137004.4166666665
2022-08-21,828662.8697916666
2022-08-22,828662.8697916666
2022-08-23,1793103.6822916667
2022-08-24,1793103.6822916667
2022-08-25,2163010.8645833335
2022-08-26,2163010.8645833335
2022-08-27,2163010.8645833335
2022-08-28,1269492.7395833333
2022-08-29,1269492.7395833333
2022-08-30,1727615.46875
2022-08-31,1727615.46875
2022-09-01,2431836.828125
2022-09-02,2431836.828125
2022-09-03,11093913.270833334
2022-09-04,11093913.270833334
2022-09-05,1747825.9479166667
2022-09-06,1747825.9479166667
2022-09-07,2321813.8020833335
2022-09-08,2321813.8020833335
2022-09-09,2321813.8020833335
2022-09-10,2819870.0104166665
2022-09-11,2819870.0104166665
2022-09-12,1141800.796875
2022-09-13,1141800.796875
2022-09-14,5352350.859375
2022-09-15,5352350.859375
2022-09-16,2233919.1614583335
2022-09-17,2233919.1614583335
2022-09-18,1096792.8802083333
2022-09-19,1096792.8802083333
2022-09-20,2372140.3229166665
2022-09-21,2372140.3229166665
2022-09-22,2372140.3229166665
2022-09-23,2802994.2552083335
2022-09-24,2802994.2552083335
2022-09-25,912756.1041666666
2022-09-26,912756.1041666666
2022-09-27,2820192.0677083335
2022-09-28,2820192.0677083335
2022-09-29,1297688.7395833333
2022-09-30,1297688.7395833333
2022-10-01,1265886.53125
2022-10-02,1265886.53125
2022-10-03,1812846.3333333333
2022-10-04,1812846.3333333333
2022-10-05,1812846.3333333333
2022-10-06,1208972.03125
2022-10-07,1208972.03125
2022-10-08,1321479.40625
2022-10-09,1321479.40625
2022-10-10,880833.921875
2022-10-11,880833.921875
2022-10-12,1424953.25
2022-10-13,1424953.25
2022-10-14,3697693.6666666665
2022-10-15,3697693.6666666665
2022-10-16,1222822.9947916667
2022-10-17,1222822.9947916667
2022-10-18,1222822.9947916667
2022-10-19,10779643.203125
2022-10-20,10779643.203125
2022-10-21,1895693.4791666667
2022-10-22,1895693.4791666667
2022-10-23,1486121.671875
2022-10-24,1486121.671875
2022-10-25,3051516.1614583335
2022-10-26,3051516.1614583335
2022-10-27,2824980.3541666665
2022-10-28,2824980.3541666665
2022-10-29,1734961.1458333333
2022-10-30,1734961.1458333333
2022-10-31,1734961.1458333333
2022-11-01,1321992.265625
2022-11-02,1321992.265625
2022-11-03,5504289.692708333
2022-11-04,5504289.692708333
2022-11-05,5114988.927083333
2022-11-06,5114988.927083333
2022-11-07,1685535.65625
2022-11-08,1685535.65625
2022-11-09,2187938.0833333335
2022-11-10,2187938.0833333335
2022-11-11,2385003.0
2022-11-12,2385003.0
2022-11-13,2385003.0
2022-11-14,2739165.1875
2022-11-15,2739165.1875
2022-11-16,138823444.98958334
2022-11-17,138823444.98958334
2022-11-18,84601184.22916667
2022-11-19,84601184.22916667
2022-11-20,17398750.473958332
2022-11-21,17398750.473958332
2022-11-22,3485222.078125
2022-11-23,3485222.078125
2022-11-24,18997677.15625
2022-11-25,18997677.15625
2022-11-26,18997677.15625
2022-11-27,7944169.614583333
2022-11-28,7944169.614583333
2022-11-29,2621489.90625
2022-11-30,2621489.90625
2022-12-01,5698467.65625
2022-12-02,5698467.65625
2022-12-03,6007976.963541667
2022-12-04,6007976.963541667
2022-12-05,1989958.8125
2022-12-06,1989958.8125
2022-12-07,1740952.5833333333
2022-12-08,1740952.5833333333
2022-12-09,1740952.5833333333
2022-12-10,15294615.744791666
2022-12-11,15294615.744791666
2022-12-12,910849.3125
2022-12-13,910849.3125
2022-12-14,1024100.8958333334
2022-12-15,1024100.8958333334
2022-12-16,1450398.6666666667
2022-12-17,1450398.6666666667
2022-12-18,1199865.1510416667
2022-12-19,1199865.1510416667
2022-12-20,1734564.375
2022-12-21,1734564.375
2022-12-22,1734564.375
2022-12-23,2108614.9114583335
2022-12-24,2108614.9114583335
2022-12-25,5657995.515625
2022-12-26,5657995.515625
2022-12-27,2674060.6979166665
2022-12-28,2674060.6979166665
2022-12-29,2002123.8333333333
2022-12-30,2002123.8333333333
2022-12-31,1756738.1354166667
2023-01-01,1756738.1354166667
2023-01-02,1065796.1041666667
2023-01-03,1065796.1041666667
2023-01-04,1065796.1041666667
2023-01-05,3103871.5572916665
2023-01-06,3103871.5572916665
2023-01-07,1013717.5364583334
2023-01-08,1013717.5364583334
2023-01-09,910076.2552083334
2023-01-10,910076.2552083334
2023-01-11,12150477.390625
2023-01-12,12150477.390625
2023-01-13,3493719.4583333335
2023-01-14,3493719.4583333335
2023-01-15,646747.9479166666
2023-01-16,646747.9479166666
2023-01-17,646747.9479166666
2023-01-18,2772019.46875
2023-01-19,2772019.46875
2023-01-20,2897519.1458333335
2023-01-21,2897519.1458333335
2023-01-22,1664135.9270833333
2023-01-23,1664135.9270833333
2023-01-24,2171596.9322916665
2023-01-25,2171596.9322916665
2023-01-26,1341838.5520833333
2023-01-27,1341838.5520833333
2023-01-28,1361165.875
2023-01-29,1361165.875
2023-01-30,1361165.875
2023-01-31,2989204.34375
2023-02-01,2989204.34375
2023-02-02,4203003.1875
2023-02-03,4203003.1875
2023-02-04,8194078.807291667
2023-02-05,8194078.807291667
2023-02-06,7510552.223958333
2023-02-07,7510552.223958333
2023-02-08,45446721.005208336
2023-02-09,45446721.005208336
2023-02-10,61593310.723958336
2023-02-11,61593310.723958336
2023-02-12,61593310.723958336
2023-02-13,62428696.651041664
2023-02-14,62428696.651041664
2023-02-15,65969406.791666664
2023-02-16,65969406.791666664
2023-02-17,59108222.796875
2023-02-18,59108222.796875
2023-02-19,32454575.302083332
2023-02-20,32454575.302083332
2023-02-21,13428149.671875
2023-02-22,13428149.671875
2023-02-23,11321559.927083334
2023-02-24,11321559.927083334
2023-02-25,11321559.927083334
2023-02-26,11347987.833333334
2023-02-27,11347987.833333334
2023-02-28,20652763.322916668
2023-03-01,20652763.322916668
2023-03-02,25966881.916666668
2023-03-03,25966881.916666668
2023-03-04,54282519.114583336
2023-03-05,54282519.114583336
2023-03-06,32833350.145833332
2023-03-07,32833350.145833332
2023-03-08,60915911.026041664
2023-03-09,60915911.026041664
2023-03-10,60915911.026041664
2023-03-11,62399460.3125
2023-03-12,62399460.3125
2023-03-13,69865834.96875
2023-03-14,69865834.96875
2023-03-15,63615779.125
2023-03-16,63615779.125
2023-03-17,63754685.734375
2023-03-18,63754685.734375
2023-03-19,65007441.989583336
2023-03-20,65007441.989583336
2023-03-21,65483382.458333336
2023-03-22,65483382.458333336
2023-03-23,65483382.458333336
2023-03-24,68338924.03645833
2023-03-25,68338924.03645833
2023-03-26,62588725.661458336
2023-03-27,62588725.661458336
2023-03-28,65874933.333333336
2023-03-29,65874933.333333336
2023-03-30,60829725.484375
2023-03-31,60829725.484375
2023-04-01,67852989.41666667
2023-04-02,67852989.41666667
2023-04-03,65815153.984375
2023-04-04,65815153.984375
2023-04-05,65815153.984375
2023-04-06,68338274.40104167
2023-04-07,68338274.40104167
2023-04-08,64198656.140625
2023-04-09,64198656.140625
2023-04-10,65379309.598958336
2023-04-11,65379309.598958336
2023-04-12,68024500.65104167
2023-04-13,68024500.65104167
2023-04-14,63816268.411458336
2023-04-15,63816268.411458336
2023-04-16,68337734.13541667
2023-04-17,68337734.13541667
2023-04-18,68337734.13541667
2023-04-19,26187328.109375
2023-04-20,26187328.109375
2023-04-21,7300054.989583333
2023-04-22,7300054.989583333
2023-04-23,1714401.3385416667
2023-04-24,1714401.3385416667
2023-04-25,14322941.161458334
2023-04-26,14322941.161458334
2023-04-27,29761986.921875
2023-04-28,29761986.921875
2023-04-29,30998062.71875
2023-04-30,30998062.71875
2023-05-01,30998062.71875
2023-05-02,23079713.635416668
2023-05-03,23079713.635416668
2023-05-04,33266063.661458332
2023-05-05,33266063.661458332
2023-05-06,26819635.744791668
2023-05-07,26819635.744791668
2023-05-08,19832909.994791668
2023-05-09,19832909.994791668
2023-05-10,61696151.875
2023-05-11,61696151.875
2023-05-12,113105290.71354167
2023-05-13,113105290.71354167
2023-05-14,113105290.71354167
2023-05-15,119091989.32291667
2023-05-16,119091989.32291667
2023-05-17,135259735.11458334
2023-05-18,135259735.11458334
2023-05-19,155204910.18229166
2023-05-20,155204910.18229166
2023-05-21,154483008.71875
2023-05-22,154483008.71875
2023-05-23,166276998.86458334
2023-05-24,166276998.86458334
2023-05-25,173861134.20833334
2023-05-26,173861134.20833334
2023-05-27,173861134.20833334
2023-05-28,164539013.66145834
2023-05-29,164539013.66145834
2023-05-30,167322619.765625
2023-05-31,167322619.765625
2023-06-01,127766894.83333333
2023-06-02,127766894.83333333
2023-06-03,134215372.421875
2023-06-04,134215372.421875
2023-06-05,122776247.88541667
2023-06-06,122776247.88541667
2023-06-07,142995176.81770834
2023-06-08,142995176.81770834
2023-06-09,142995176.81770834
2023-06-10,121475404.94270833
2023-06-11,121475404.94270833
2023-06-12,118714571.65625
2023-06-13,118714571.65625
2023-06-14,149091413.53125
2023-06-15,149091413.53125
2023-06-16,159333978.92708334
2023-06-17,159333978.92708334
2023-06-18,157747758.50520834
2023-06-19,157747758.50520834
2023-06-20,118575134.76041667
2023-06-21,118575134.76041667
2023-06-22,118575134.76041667
2023-06-23,140706814.80208334
2023-06-24,140706814.80208334
2023-06-25,134767280.01041666
2023-06-26,134767280.01041666
2023-06-27,131636808.578125
2023-06-28,131636808.578125
2023-06-29,142163105.734375
2023-06-30,142163105.734375
2023-07-01,139600318.515625
2023-07-02,139600318.515625
2023-07-03,78717985.90625
2023-07-04,78717985.90625
2023-07-05,78717985.90625
2023-07-06,70823775.29166667
2023-07-07,70823775.29166667
2023-07-08,72577793.68229167
2023-07-09,72577793.68229167
2023-07-10,67543210.30729167
2023-07-11,67543210.30729167
2023-07-12,85254256.48958333
2023-07-13,85254256.48958333
2023-07-14,98807726.30208333
2023-07-15,98807726.30208333
2023-07-16,102459277.328125
2023-07-17,102459277.328125
2023-07-18,102459277.328125
2023-07-19,108152360.19270833
2023-07-20,108152360.19270833
2023-07-21,120460643.11458333
2023-07-22,120460643.11458333
2023-07-23,83246831.70833333
2023-07-24,83246831.70833333
2023-07-25,68852763.140625
2023-07-26,68852763.140625
2023-07-27,78518686.15104167
2023-07-28,78518686.15104167
2023-07-29,81998364.515625
2023-07-30,81998364.515625
2023-07-31,81998364.515625
2023-08-01,82146451.31770833
2023-08-02,82146451.31770833
2023-08-03,84107803.328125
2023-08-04,84107803.328125
2023-08-05,83187619.88541667
2023-08-06,83187619.88541667
2023-08-07,70006034.375
2023-08-08,70006034.375
2023-08-09,89699110.15625
2023-08-10,89699110.15625
2023-08-11,86163680.43229167
2023-08-12,86163680.43229167
2023-08-13,86163680.43229167
2023-08-14,90791885.265625
2023-08-15,90791885.265625
2023-08-16,99226018.83854167
2023-08-17,99226018.83854167
2023-08-18,99981127.72395833
2023-08-19,99981127.72395833
2023-08-20,42797106.755208336
2023-08-21,42797106.755208336
2023-08-22,67421283.54166667
2023-08-23,67421283.54166667
2023-08-24,94407666.53645833
2023-08-25,94407666.53645833
2023-08-26,94407666.53645833
2023-08-27,85352646.46354167
2023-08-28,85352646.46354167
2023-08-29,106208626.28125
2023-08-30,106208626.28125
2023-08-31,40079221.057291664
2023-09-01,40079221.057291664
2023-09-02,81191135.03125
2023-09-03,81191135.03125
2023-09-04,85480865.90625
2023-09-05,85480865.90625
2023-09-06,85480865.90625
2023-09-07,113206154.28645833
2023-09-08,113206154.28645833
2023-09-09,125938452.75
2023-09-10,125938452.75
2023-09-11,134847851.34895834
2023-09-12,134847851.34895834
2023-09-13,141144519.53125
2023-09-14,141144519.53125
2023-09-15,140461521.13541666
2023-09-16,140461521.13541666
2023-09-17,135897309.57291666
2023-09-18,135897309.57291666
2023-09-19,135897309.57291666
2023-09-20,104168996.75
2023-09-21,104168996.75
2023-09-22,125032853.61458333
2023-09-23,125032853.61458333
2023-09-24,133206774.19791667
2023-09-25,133206774.19791667
2023-09-26,119880464.921875
2023-09-27,119880464.921875
2023-09-28,98237230.70833333
2023-09-29,98237230.70833333
2023-09-30,61148627.677083336
2023-10-01,61148627.677083336
2023-10-02,61148627.677083336
2023-10-03,23975817.911458332
2023-10-04,23975817.911458332
2023-10-05,60340272.208333336
2023-10-06,60340272.208333336
2023-10-07,69906116.63541667
2023-10-08,69906116.63541667
2023-10-09,65883564.901041664
2023-10-10,65883564.901041664
2023-10-11,73091004.30208333
2023-10-12,73091004.30208333
2023-10-13,83500481.984375
2023-10-14,83500481.984375
2023-10-15,83500481.984375
2023-10-16,70422853.36979167
2023-10-17,70422853.36979167
2023-10-18,73832192.43229167
2023-10-19,73832192.43229167
2023-10-20,89792809.75520833
2023-10-21,89792809.75520833
2023-10-22,95148343.171875
2023-10-23,95148343.171875
2023-10-24,102984950.60416667
2023-10-25,102984950.60416667
2023-10-26,109531702.703125
2023-10-27,109531702.703125
2023-10-28,109531702.703125
2023-10-29,121063499.73958333
2023-10-30,121063499.73958333
2023-10-31,113186403.828125
2023-11-01,113186403.828125
2023-11-02,115208675.078125
2023-11-03,115208675.078125
2023-11-04,158639348.04166666
2023-11-05,158639348.04166666
2023-11-06,165504367.265625
2023-11-07,165504367.265625
2023-11-08,177304043.765625
2023-11-09,177304043.765625
2023-11-10,177304043.765625
2023-11-11,180741805.77604166
2023-11-12,180741805.77604166
2023-11-13,198184404.953125
2023-11-14,198184404.953125
2023-11-15,231591722.03645834
2023-11-16,231591722.03645834
2023-11-17,45183763.776041664
2023-11-18,45183763.776041664
2023-11-19,173330575.08333334
2023-11-20,173330575.08333334
2023-11-21,210917370.90625
2023-11-22,210917370.90625
2023-11-23,210917370.90625
2023-11-24,222976068.375
2023-11-25,222976068.375
2023-11-26,228433885.91666666
2023-11-27,228433885.91666666
2023-11-28,261669732.02604166
2023-11-29,261669732.02604166
2023-11-30,257699638.140625
2023-12-01,257699638.140625
2023-12-02,225440043.11458334
2023-12-03,225440043.11458334
2023-12-04,242584989.52604166
2023-12-05,242584989.52604166
2023-12-06,242584989.52604166
2023-12-07,227945046.65104166
2023-12-08,227945046.65104166
2023-12-09,230271922.78125
2023-12-10,230271922.78125
2023-12-11,236496779.125
2023-12-12,236496779.125
2023-12-13,260014277.9375
2023-12-14,260014277.9375
2023-12-15,168062671.16666666
2023-12-16,168062671.16666666
2023-12-17,100182911.49479167
2023-12-18,100182911.49479167
2023-12-19,100182911.49479167
2023-12-20,178083406.56770834
2023-12-21,178083406.56770834
2023-12-22,200844290.04166666
2023-12-23,200844290.04166666
2023-12-24,193989771.72916666
2023-12-25,193989771.72916666
2023-12-26,205451981.64583334
2023-12-27,205451981.64583334
2023-12-28,35088034.041666664
2023-12-29,35088034.041666664
2023-12-30,95427327.29166667
2023-12-31,95427327.29166667
2024-01-01,95427327.29166667
2024-01-02,97528482.08854167
2024-01-03,97528482.08854167
2024-01-04,192850463.26041666
2024-01-05,192850463.26041666
2024-01-06,277961533.296875
2024-01-07,277961533.296875
2024-01-08,313013873.0520833
2024-01-09,313013873.0520833
2024-01-10,329256155.5
2024-01-11,329256155.5
2024-01-12,322858768.078125
2024-01-13,322858768.078125
2024-01-14,322858768.078125
2024-01-15,341983060.796875
2024-01-16,341983060.796875
2024-01-17,306818651.7552083
2024-01-18,306818651.7552083
2024-01-19,324517404.5520833
2024-01-20,324517404.5520833
2024-01-21,367181097.8229167
2024-01-22,367181097.8229167
2024-01-23,372439582.34375
2024-01-24,372439582.34375
2024-01-25,256913416.05208334
2024-01-26,256913416.05208334
2024-01-27,256913416.05208334
2024-01-28,286206731.5729167
2024-01-29,286206731.5729167
2024-01-30,311214614.015625
2024-01-31,311214614.015625
2024-02-01,314531522.2447917
2024-02-02,314531522.2447917
2024-02-03,309441178.7135417
2024-02-04,309441178.7135417
2024-02-05,271046918.1666667
2024-02-06,271046918.1666667
2024-02-07,235786047.59375
2024-02-08,235786047.59375
2024-02-09,235786047.59375
2024-02-10,206857613.23958334
2024-02-11,206857613.23958334
2024-02-12,182548302.83333334
2024-02-13,182548302.83333334
2024-02-14,187822666.26041666
2024-02-15,187822666.26041666
2024-02-16,191542589.125
2024-02-17,191542589.125
2024-02-18,186391202.54166666
2024-02-19,186391202.54166666
2024-02-20,173563380.94791666
2024-02-21,173563380.94791666
2024-02-22,173563380.94791666
2024-02-23,173918799.32291666
2024-02-24,173918799.32291666
2024-02-25,145975991.23958334
2024-02-26,145975991.23958334
2024-02-27,137806510.88541666
2024-02-28,137806510.88541666
2024-02-29,168846164.25
2024-03-01,168846164.25
2024-03-02,176951378.203125
2024-03-03,176951378.203125
2024-03-04,199521489.0
2024-03-05,199521489.0
2024-03-06,199521489.0
2024-03-07,179182455.640625
2024-03-08,179182455.640625
2024-03-09,188018700.46354166
2024-03-10,188018700.46354166
2024-03-11,142578611.21875
2024-03-12,142578611.21875
2024-03-13,120021261.86979167
2024-03-14,120021261.86979167
2024-03-15,121975398.30729167
2024-03-16,121975398.30729167
2024-03-17,122302682.28125
2024-03-18,122302682.28125
2024-03-19,122302682.28125
2024-03-20,125934244.16145833
2024-03-21,125934244.16145833
2024-03-22,128792617.66666667
2024-03-23,128792617.66666667
2024-03-24,100714418.94270833
2024-03-25,100714418.94270833
2024-03-26,104249465.97395833
2024-03-27,104249465.97395833
2024-03-28,109168014.83854167
2024-03-29,109168014.83854167
2024-03-30,105914556.35416667
2024-03-31,105914556.35416667
2024-04-01,105914556.35416667
2024-04-02,104368562.04166667
2024-04-03,104368562.04166667
2024-04-04,103302778.63020833
2024-04-05,103302778.63020833
2024-04-06,100449034.69791667
2024-04-07,100449034.69791667
2024-04-08,89125229.015625
2024-04-09,89125229.015625
2024-04-10,114210860.015625
2024-04-11,114210860.015625
2024-04-12,137138355.51041666
2024-04-13,137138355.51041666
2024-04-14,137138355.51041666
2024-04-15,136128182.69791666
2024-04-16,136128182.69791666
2024-04-17,146411350.53645834
2024-04-18,146411350.53645834
2024-04-19,153591538.48958334
2024-04-20,153591538.48958334
2024-04-21,147507905.94270834
2024-04-22,147507905.94270834
2024-04-23,147507905.94270834
2024-04-24,76749381.50520833
2024-04-25,76749381.50520833
2024-04-26,114972305.953125
2024-04-27,114972305.953125
2024-04-28,127606585.90104167
2024-04-29,127606585.90104167
2024-04-30,123677325.05729167
2024-05-01,123677325.05729167
2024-05-02,137897139.71875
2024-05-03,137897139.71875
2024-05-04,157209947.79166666
2024-05-05,157209947.79166666
2024-05-06,157209947.79166666
2024-05-07,163245945.171875
2024-05-08,163245945.171875
2024-05-09,156343788.07291666
2024-05-10,156343788.07291666
2024-05-11,174436094.98958334
2024-05-12,174436094.98958334
2024-05-13,156730317.203125
2024-05-14,156730317.203125
2024-05-15,165170319.94270834
2024-05-16,165170319.94270834
2024-05-17,210814491.08333334
2024-05-18,210814491.08333334
2024-05-19,210814491.08333334
2024-05-20,165421632.29166666
2024-05-21,165421632.29166666
2024-05-22,173463538.36979166
2024-05-23,173463538.36979166
2024-05-24,134254828.5
2024-05-25,134254828.5
2024-05-26,147232994.671875
2024-05-27,147232994.671875
2024-05-28,152237723.24479166
2024-05-29,152237723.24479166
2024-05-30,152237723.24479166
2024-05-31,165745021.390625
2024-06-01,165745021.390625
2024-06-02,40256208.046875
2024-06-03,40256208.046875
2024-06-04,69817511.51041667
2024-06-05,69817511.51041667
2024-06-06,116772976.859375
2024-06-07,116772976.859375
2024-06-08,137627170.44791666
2024-06-09,137627170.44791666
2024-06-10,137627170.44791666
2024-06-11,136455513.64583334
2024-06-12,136455513.64583334
2024-06-13,152721875.72916666
2024-06-14,152721875.72916666
2024-06-15,77918668.15104167
2024-06-16,77918668.15104167
2024-06-17,115620062.80208333
2024-06-18,115620062.80208333
2024-06-19,138255034.93229166
2024-06-20,138255034.93229166
2024-06-21,145298730.18229166
2024-06-22,145298730.18229166
2024-06-23,145298730.18229166
2024-06-24,144842746.109375
2024-06-25,144842746.109375
2024-06-26,149528893.97916666
2024-06-27,149528893.97916666
2024-06-28,157012876.82291666
2024-06-29,157012876.82291666
2024-06-30,144059755.0
2024-07-01,144059755.0
2024-07-02,110026909.13020833
2024-07-03,110026909.13020833
2024-07-04,110026909.13020833
2024-07-05,111666693.13541667
2024-07-06,111666693.13541667
2024-07-07,114078986.8125
2024-07-08,114078986.8125
2024-07-09,67277676.78645833
2024-07-10,67277676.78645833
2024-07-11,55785780.088541664
2024-07-12,55785780.088541664
2024-07-13,79480602.640625
2024-07-14,79480602.640625
2024-07-15,33706041.541666664
2024-07-16,33706041.541666664
2024-07-17,33706041.541666664
2024-07-18,51000131.984375
2024-07-19,51000131.984375
2024-07-20,50732109.739583336
2024-07-21,50732109.739583336
2024-07-22,45244844.671875
2024-07-23,45244844.671875
2024-07-24,54527776.708333336
2024-07-25,54527776.708333336
2024-07-26,57596315.46875
2024-07-27,57596315.46875
2024-07-28,62601008.447916664
2024-07-29,62601008.447916664
2024-07-30,62601008.447916664
2024-07-31,55591169.541666664
2024-08-01,55591169.541666664
2024-08-02,61736129.171875
2024-08-03,61736129.171875
2024-08-04,60839068.4375
2024-08-05,60839068.4375
2024-08-06,79791244.51041667
2024-08-07,79791244.51041667
2024-08-08,50927939.520833336
2024-08-09,50927939.520833336
2024-08-10,31564806.583333332
2024-08-11,31564806.583333332
2024-08-12,31564806.583333332
2024-08-13,61060267.34375
2024-08-14,61060267.34375
2024-08-15,78521210.09895833
2024-08-16,78521210.09895833
2024-08-17,83929062.75
2024-08-18,83929062.75
2024-08-19,94751965.0
2024-08-20,94751965.0
2024-08-21,106456696.73958333
2024-08-22,106456696.73958333
2024-08-23,99559944.15104167
2024-08-24,99559944.15104167
2024-08-25,99559944.15104167
2024-08-26,77712079.703125
2024-08-27,77712079.703125
2024-08-28,72652581.796875
2024-08-29,72652581.796875
2024-08-30,62733443.583333336
2024-08-31,62733443.583333336
2024-09-01,57187871.765625
2024-09-02,57187871.765625
2024-09-03,63679065.869791664
2024-09-04,63679065.869791664
2024-09-05,64151523.026041664
2024-09-06,64151523.026041664
2024-09-07,64151523.026041664
2024-09-08,66636095.609375
2024-09-09,66636095.609375
2024-09-10,91107170.13541667
2024-09-11,91107170.13541667
2024-09-12,108651732.109375
2024-09-13,108651732.109375
2024-09-14,115098837.70833333
2024-09-15,115098837.70833333
2024-09-16,106519159.09895833
2024-09-17,106519159.09895833
2024-09-18,101842186.78125
2024-09-19,101842186.78125
2024-09-20,101842186.78125
2024-09-21,98360129.46875
2024-09-22,98360129.46875
2024-09-23,85306559.859375
2024-09-24,85306559.859375
2024-09-25,82309403.6875
2024-09-26,82309403.6875
2024-09-27,91417250.5625
2024-09-28,91417250.5625
2024-09-29,92766655.27083333
2024-09-30,92766655.27083333
2024-10-01,103233961.49479167
2024-10-02,103233961.49479167
2024-10-03,103233961.49479167
2024-10-04,91691688.609375
2024-10-05,91691688.609375
2024-10-06,95980521.38541667
2024-10-07,95980521.38541667
2024-10-08,96223889.50520833
2024-10-09,96223889.50520833
2024-10-10,99006191.66145833
2024-10-11,99006191.66145833
2024-10-12,114006648.66666667
2024-10-13,114006648.66666667
2024-10-14,100039124.03645833
2024-10-15,100039124.03645833
2024-10-16,100039124.03645833
2024-10-17,96774617.67708333
2024-10-18,96774617.67708333
2024-10-19,91633791.4375
2024-10-20,91633791.4375
2024-10-21,72152726.21875
2024-10-22,72152726.21875
2024-10-23,87204624.97395833
2024-10-24,87204624.97395833
2024-10-25,70987876.44791667
2024-10-26,70987876.44791667
2024-10-27,54018179.109375
2024-10-28,54018179.109375
2024-10-29,54018179.109375
2024-10-30,59094511.052083336
2024-10-31,59094511.052083336
2024-11-01,91000774.265625
2024-11-02,91000774.265625
2024-11-03,84738091.015625
2024-11-04,84738091.015625
2024-11-05,62390903.5625
2024-11-06,62390903.5625
2024-11-07,62649514.71875
2024-11-08,62649514.71875
2024-11-09,77964840.859375
2024-11-10,77964840.859375
2024-11-11,77964840.859375
2024-11-12,78436830.52604167
2024-11-13,78436830.52604167
2024-11-14,84535756.16145833
2024-11-15,84535756.16145833
2024-11-16,76407945.546875
2024-11-17,76407945.546875
2024-11-18,64888440.098958336
2024-11-19,64888440.098958336
2024-11-20,70531808.16145833
2024-11-21,70531808.16145833
2024-11-22,61394854.4375
2024-11-23,61394854.4375
2024-11-24,61394854.4375
2024-11-25,53238040.302083336
2024-11-26,53238040.302083336
2024-11-27,48257442.395833336
2024-11-28,48257442.395833336
2024-11-29,51922224.838541664
2024-11-30,51922224.838541664
2024-12-01,46597222.770833336
2024-12-02,46597222.770833336
2024-12-03,58609045.744791664
2024-12-04,58609045.744791664
2024-12-05,58018520.661458336
2024-12-06,58018520.661458336
2024-12-07,58018520.661458336
2024-12-08,77987126.109375
2024-12-09,77987126.109375
2024-12-10,71423776.84895833
2024-12-11,71423776.84895833
2024-12-12,67493147.640625
2024-12-13,67493147.640625
2024-12-14,67638693.66666667
2024-12-15,67638693.66666667
2024-12-16,72740480.80208333
2024-12-17,72740480.80208333
2024-12-18,77537224.484375
2024-12-19,77537224.484375
2024-12-20,77537224.484375
2024-12-21,79583447.359375
2024-12-22,79583447.359375
2024-12-23,74298175.00520833
2024-12-24,74298175.00520833
2024-12-25,70772640.046875
2024-12-26,70772640.046875
2024-12-27,66175457.963541664
2024-12-28,66175457.963541664
2024-12-29,69546004.515625
2024-12-30,69546004.515625
2024-12-31,64442295.15625
2025-01-01,64442295.15625
2025-01-02,64442295.15625
2025-01-03,52770030.5625
2025-01-04,52770030.5625
2025-01-05,57654672.958333336
2025-01-06,57654672.958333336
2025-01-07,56876273.71875
2025-01-08,56876273.71875
2025-01-09,58551009.260416664
2025-01-10,58551009.260416664
2025-01-11,48884141.145833336
2025-01-12,48884141.145833336
2025-01-13,43788386.875
2025-01-14,43788386.875
2025-01-15,43788386.875
2025-01-16,39561974.885416664
2025-01-17,39561974.885416664
2025-01-18,39184310.4375
2025-01-19,39184310.4375
2025-01-20,51583272.088541664
2025-01-21,51583272.088541664
2025-01-22,55316577.416666664
2025-01-23,55316577.416666664
2025-01-24,50469586.203125
2025-01-25,50469586.203125
2025-01-26,37685744.567708336
2025-01-27,37685744.567708336
2025-01-28,37685744.567708336
2025-01-29,28913235.453125
2025-01-30,28913235.453125
2025-01-31,14039109.401041666
2025-02-01,14039109.401041666
2025-02-02,7821991.90625
2025-02-03,7821991.90625
2025-02-04,10891839.942708334
2025-02-05,10891839.942708334
2025-02-06,8001171.421875
2025-02-07,8001171.421875
2025-02-08,4694770.78125
2025-02-09,4694770.78125
2025-02-10,4694770.78125
2025-02-11,3883581.09375
2025-02-12,3883581.09375
2025-02-13,12304306.125
2025-02-14,12304306.125
2025-02-15,6926719.520833333
2025-02-16,6926719.520833333
2025-02-17,8128114.583333333
2025-02-18,8128114.583333333
2025-02-19,18780032.114583332
2025-02-20,18780032.114583332
2025-02-21,47956535.666666664
2025-02-22,47956535.666666664
2025-02-23,47956535.666666664
2025-02-24,74778780.02604167
2025-02-25,74778780.02604167
2025-02-26,77273367.23958333
2025-02-27,77273367.23958333
2025-02-28,57545657.8125
2025-03-01,57545657.8125
2025-03-02,41463355.020833336
2025-03-03,41463355.020833336
2025-03-04,51947941.84375
